"Ind","Obs","S1","S2","Jack1ab","Jack1abP","Jack2ab","Jack2abP","Chao1","Chao1P"
2887,60,5,3,65,65.4513888888889,67,67.4652777777778,62.5,62.9340277777778
2501,59,6,4,65,65.6722206262568,67,67.692904337834,62,62.6411950588911
3759,62,2,2,64,64.0665972944849,64,64.0665972944849,62.3333333333333,62.3981963232744
2724,59,5,3,64,64.4596380350474,66,66.4740017236426,61.5,61.9416834243034
3801,59,5,1,64,64.4596380350474,68,68.4883654122379,64,64.4596380350474
2489,57,6,4,63,63.6980609418282,65,65.7202216066482,60,60.6648199445983
2039,56,4,5,60,60.3061224489796,59,59.3010204081633,57,57.2908163265306
2683,90,15,8,105,107.916666666667,112,115.111111111111,101.666666666667,104.490740740741
2736,69,11,8,80,82.033186305398,83,85.1094307918505,75.1111111111111,77.0200471422904
3731,58,10,2,68,70.0214030915577,76,78.2592152199762,73,75.1700356718192
2866,66,7,4,73,73.8211662075298,76,76.8549127640037,70.2,70.9896694214876
2058,53,7,5,60,61.0466358134567,62,63.0815236739053,56.5,57.4855820576718
2667,62,5,0,67,67.4357440166493,72,72.468262226847,72,72.468262226847
2227,65,11,3,76,78.1765680473373,84,86.4056804733728,78.75,81.005325443787
2038,56,9,4,65,66.6788903061224,70,71.8080357142857,63.2,64.8323979591837
2053,54,3,5,57,57.1759259259259,55,55.1697530864198,54.5,54.6682098765432
3209,62,4,2,66,66.2747138397503,68,68.2830385015609,64,64.2663891779396
3688,64,4,3,68,68.265625,69,69.26953125,65.5,65.755859375
3280,64,3,2,67,67.147216796875,68,68.1494140625,65,65.142822265625
2878,59,5,3,64,64.4596380350474,66,66.4740017236426,61.5,61.9416834243034
2610,62,7,3,69,69.8795525494277,73,73.9305411030177,67.25,68.107245057232
2188,63,5,6,68,68.4283194759385,67,67.4220206601159,64.4285714285714,64.8343951337149
2091,70,12,8,82,84.4097959183673,86,88.5273469387755,77.3333333333333,79.6059863945578
3089,51,6,4,57,57.7889273356401,59,59.8166089965398,54,54.7474048442907
2834,58,7,7,65,65.9467895362664,65,65.9467895362664,60.625,61.5080633174792
3201,60,4,6,64,64.2844444444444,62,62.2755555555556,60.8571428571429,61.127619047619
2930,63,8,0,71,72.1448727639204,79,80.2738725119677,91,92.4673721340388
2717,57,5,5,62,62.4770698676516,62,62.4770698676516,58.6666666666667,59.1180876167026
3169,59,11,1,70,72.4332088480322,80,82.7808101120368,86.5,89.5067509336398
3210,63,3,4,66,66.1496598639456,65,65.1473922902494,63.6,63.7442176870748
3007,60,2,6,62,62.0688888888889,58,58.0644444444444,60.1428571428571,60.2096825396825
2688,70,10,6,80,81.6326530612245,84,85.7142857142857,76.4285714285714,77.9883381924198
2036,62,10,5,72,73.8730489073881,77,79.003121748179,69.5,71.3080124869927
2420,65,6,4,71,71.6049704142012,73,73.6220118343195,68,68.5794082840237
3585,69,6,3,75,75.5671077504726,78,78.5897920604915,72.75,73.3000945179584
2907,63,1,3,64,64.0161249685059,62,62.0156210632401,63,63.015873015873
3158,69,9,3,78,79.3270321361059,84,85.4291115311909,78,79.3270321361059
2434,58,8,1,66,67.2556480380499,73,74.3888228299643,72,73.3697978596908
3207,78,10,6,88,89.4464168310322,92,93.5121630506246,84.4285714285714,85.8162862778247
2809,49,2,5,51,51.0849645980841,48,48.0799666805498,49.1666666666667,49.2485769818131
2313,73,6,15,79,79.5336836179396,70,70.4728842184275,73.9375,74.436983955714
2269,74,13,11,87,89.6849890430972,89,91.7467129291454,80.5,82.9843864134405
2068,30,2,2,32,32.1422222222222,32,32.1422222222222,30.3333333333333,30.4681481481481
3962,62,7,8,69,69.8795525494277,68,68.8668054110302,64.3333333333333,65.153399236906
2559,57,8,1,65,66.2803939673746,72,73.4182825484765,71,72.3985841797476
2304,65,10,5,75,76.7751479289941,80,81.8934911242604,72.5,74.2159763313609
2777,66,6,1,72,72.595041322314,77,77.6363636363636,73.5,74.1074380165289
3498,70,5,4,75,75.3826530612245,76,76.3877551020408,72,72.3673469387755
3507,76,5,4,81,81.3505886426593,82,82.3549168975069,78,78.3376038781163
3326,76,6,9,82,82.51108033241,79,79.4923822714682,77.5,77.9830332409972
2971,65,4,3,69,69.2613017751479,70,70.2650887573965,66.5,66.7518343195266
2797,64,7,5,71,71.849365234375,73,73.873291015625,67.5,68.3074951171875
2641,56,4,6,60,60.3061224489796,58,58.2959183673469,56.8571428571429,57.1472303206997
2559,74,4,7,78,78.2279035792549,75,75.2191380569759,74.75,74.968407596786
3177,55,7,4,62,63.0042975206612,65,66.0528925619835,59.2,60.1589421487603
3045,70,5,3,75,75.3826530612245,77,77.3928571428571,72.5,72.8698979591837
3242,69,5,4,74,74.3885738290275,75,75.3938248267171,71,71.3728208359588
3040,65,3,8,68,68.1448520710059,63,63.1342011834319,65.3333333333333,65.4725049309665
3353,75,8,3,83,83.9443555555555,88,89.0012444444444,82,82.9329777777778
3528,63,5,3,68,68.4283194759385,70,70.4409171075838,65.5,65.912572436382
3566,68,8,4,76,77.0519031141869,80,81.1072664359862,73.6,74.6186851211073
3276,64,4,4,68,68.265625,68,68.265625,65.2,65.4546875
2033,34,4,3,38,38.5259515570934,39,39.5397923875433,35.5,35.9913494809689
2712,39,4,7,43,43.4523339907955,40,40.4207758053912,39.75,40.1681459566075
3557,65,11,4,76,78.1765680473373,83,85.3770414201183,76,78.1765680473373
3710,70,5,6,75,75.3826530612245,74,74.3775510204082,71.4285714285714,71.7930029154519
5515,68,5,7,73,73.3946799307958,71,71.3838667820069,69.25,69.6244052768166
3539,63,5,6,68,68.4283194759385,67,67.4220206601159,64.4285714285714,64.8343951337149
4255,78,3,6,81,81.1198224852071,78,78.1153846153846,78.4285714285714,78.5445900253593
3577,69,9,4,78,79.3270321361059,83,84.4120982986767,76.2,77.4964083175803
4129,75,5,6,80,80.3555555555556,79,79.3511111111111,76.4285714285714,76.768253968254
2896,68,4,8,72,72.2491349480969,68,68.2352941176471,68.6666666666667,68.9042675893887
2719,78,14,6,92,94.9638395792242,100,103.221564760026,91,93.9316239316239
3769,61,3,6,64,64.1547970975544,61,61.1475409836066,61.4285714285714,61.5771489998848
4906,80,10,5,90,91.40625,95,96.484375,87.5,88.8671875
3902,30,2,5,32,32.1422222222222,29,29.1288888888889,30.1666666666667,30.3007407407407
3218,64,8,7,72,73.125,73,74.140625,67.5,68.5546875
3841,76,8,5,84,84.9307479224377,87,87.9639889196676,80.6666666666667,81.5604801477378
5794,68,7,1,75,75.7947664359862,81,81.8583477508651,78.5,79.3318555363322
4987,79,9,7,88,89.1421246595097,90,91.1680820381349,83.5,84.583720557603
3880,75,6,3,81,81.5184,84,84.5376,78.75,79.254
3921,77,8,5,85,85.9175240344072,88,88.9499072356215,81.6666666666667,82.5482093663912
3827,75,2,4,77,77.0547555555556,75,75.0533333333333,75.2,75.2534755555556
4376,71,3,4,74,74.1321166435231,73,73.1303312834755,71.6,71.7278317794088
3207,67,7,3,74,74.8077522833593,78,78.8514145689463,72.25,73.038650033415
3359,67,11,4,78,80.1024727110715,85,87.291156159501,78,80.1024727110715
3616,73,6,8,79,79.5336836179396,77,77.5201726402702,74.6666666666667,75.171076499656
4429,74,9,1,83,84.2277209642074,91,92.3460555149744,92,93.3608473338203
4898,73,6,7,79,79.5336836179396,78,78.5269281291049,74.875,75.3808172264965
3071,75,12,4,87,89.2272,95,97.432,88.2,90.45792
3078,84,14,6,98,100.722222222222,106,108.944444444444,97,99.6944444444444
3206,40,6,4,46,47.035,48,49.08,43,43.9675
3572,31,5,2,36,36.9365244536941,39,40.0145681581686,34.3333333333333,35.2265001734305
4011,56,5,4,61,61.4862882653061,62,62.4942602040816,58,58.4623724489796
4052,62,10,5,72,73.8730489073881,77,79.003121748179,69.5,71.3080124869927
3441,69,8,7,77,78.0350766645663,78,79.0485192186515,72.5,73.4745851711825
3144,72,8,2,80,80.9876543209877,86,87.0617283950617,81.3333333333333,82.3374485596708
4069,77,5,3,82,82.3457581379659,84,84.3541912632822,79.5,79.8352167313206
3796,68,9,3,77,78.3488321799308,83,84.4539359861592,77,78.3488321799308
3999,75,6,5,81,81.5184,82,82.5248,77.5,77.996
4247,72,6,5,78,78.5416666666667,79,79.5486111111111,74.5,75.0173611111111
4844,78,6,6,84,84.4970414201184,84,84.4970414201184,80.1428571428571,80.6170752324598
3568,70,5,3,75,75.3826530612245,77,77.3928571428571,72.5,72.8698979591837
3807,72,8,5,80,80.9876543209877,83,84.0246913580247,76.6666666666667,77.6131687242798
3340,68,4,4,72,72.2491349480969,72,72.2491349480969,69.2,69.439446366782
3518,76,9,7,85,86.1920013850416,87,88.2200484764543,80.5,81.6288954293629
4443,49,9,5,58,59.9566847147022,62,64.0916284881299,55,56.8554768846314
3060,73,10,12,83,84.5575154813286,81,82.5199849878026,76.4615384615385,77.8963580986475
2866,41,6,8,47,48.0065437239738,45,45.9637120761451,42.6666666666667,43.5804084870117
2791,78,14,8,92,94.9638395792242,98,101.157133464826,88.1111111111111,90.9496676163343
3365,79,10,10,89,90.4260535170646,89,90.4260535170646,83.0909090909091,84.4222808116415
3286,72,11,7,83,84.9373070987654,87,89.0306712962963,78.875,80.7160252700617
3234,74,14,8,88,91.1497443389335,94,97.3644996347699,84.1111111111111,87.1216622027433
5174,31,2,2,33,33.1373569198751,33,33.1373569198751,31.3333333333333,31.4637530350329
3428,37,7,7,44,45.5748721694668,44,45.5748721694668,39.625,41.0432797662527
4396,59,9,7,68,69.5823039356507,70,71.6288422866992,63.5,64.9775926457914
4712,63,1,6,64,64.0161249685059,59,59.0148652053414,63,63.015873015873
3507,64,9,1,73,74.443603515625,81,82.601806640625,82,83.62158203125
3809,76,8,3,84,84.9307479224377,89,89.9861495844875,83,83.9196675900277
3845,78,6,4,84,84.4970414201184,86,86.508875739645,81,81.4792899408284
5461,76,6,7,82,82.51108033241,81,81.5048476454294,77.875,78.360370498615
7480,76,5,4,81,81.3505886426593,82,82.3549168975069,78,78.3376038781163
4760,70,5,4,75,75.3826530612245,76,76.3877551020408,72,72.3673469387755
4935,70,5,1,75,75.3826530612245,79,79.4030612244898,75,75.3826530612245
3471,68,4,8,72,72.2491349480969,68,68.2352941176471,68.6666666666667,68.9042675893887
3350,82,8,9,90,90.8566329565735,89,89.8471148126115,84.8,85.6071386079714
4589,81,8,6,89,89.8681603414114,91,91.8876695625667,85,85.8291418991007
4051,73,3,5,76,76.1283542878589,74,74.1249765434415,73.5,73.6241321073372
4257,73,3,4,76,76.1283542878589,75,75.1266654156502,73.6,73.7243009945581
4403,75,7,5,82,82.7143111111111,84,84.7317333333333,78.5,79.1838222222222
5168,71,4,2,75,75.2380480063479,77,77.2443959531839,73,73.231700059512
3623,70,4,5,74,74.2416326530612,73,73.2383673469388,71,71.2318367346939
5630,49,4,9,53,53.3531861724282,48,48.3198667221991,49.6,49.9305289462724
3935,92,3,3,95,95.1010160680529,95,95.1010160680529,92.75,92.8486235822306
2701,46,10,3,56,58.6465028355388,63,65.9773156899811,57.25,59.9555765595463
2955,82,15,9,97,100.245835812017,103,106.446609161214,92.5,95.595255800119
3265,74,12,4,86,88.2615047479912,94,96.4718772826881,87.2,89.4930606281958
3446,75,6,6,81,81.5184,81,81.5184,77.1428571428571,77.6365714285714
3829,40,4,3,44,44.44,45,45.45,41.5,41.915
3965,38,2,4,40,40.1108033240997,38,38.1052631578947,38.2,38.3058171745152
5976,61,5,4,66,66.4434291857028,67,67.4501478097286,63,63.4232733136254
4976,69,5,5,74,74.3885738290275,74,74.3885738290275,70.6666666666667,71.0377371700623
3793,75,14,6,89,92.1011555555556,97,100.379911111111,88,91.0663111111111
4034,66,9,3,75,76.3946280991736,81,82.5061983471074,75,76.3946280991736
6926,73,8,4,81,81.9727903921937,85,86.0208294239069,78.6,79.5439669731657
4995,72,7,5,79,79.7467206790123,81,81.765625,75.5,76.2136381172839
5263,78,8,8,86,86.9046679815911,86,86.9046679815911,81.1111111111111,81.9643509387099
4530,81,1,4,82,82.0124980948026,79,79.0120408474318,81,81.0123456790124
5027,81,3,6,84,84.1152263374486,81,81.1111111111111,81.4285714285714,81.5402704291593
4730,74,11,1,85,86.8781957633309,95,97.0991599707816,101.5,103.742786705625
4795,79,5,3,84,84.3364845377343,86,86.3444960743471,81.5,81.8264701169684
3764,69,6,1,75,75.5671077504726,80,80.6049149338374,76.5,77.078449905482
4061,72,2,1,74,74.0570987654321,75,75.0578703703704,72.5,72.5559413580247
3761,83,5,12,88,88.3193496879083,81,81.2939468718247,83.7692307692308,84.0732271067588
3855,87,13,9,100,102.232791650152,104,106.322103316158,94.8,96.916686484344
4163,67,2,4,69,69.0614836266429,67,67.0597014925373,67.2,67.2598797059479
4304,63,3,5,66,66.1496598639456,64,64.1451247165533,63.5,63.6439909297052
4193,73,8,4,81,81.9727903921937,85,86.0208294239069,78.6,79.5439669731657
5326,73,6,2,79,79.5336836179396,83,83.5607055732783,78,78.5269281291049
3718,77,4,5,81,81.218586608197,80,80.2158880080958,78,78.2104908078934
4914,67,5,6,72,72.4009801737581,71,71.3954110046781,68.4285714285714,68.8096617127582
4050,84,9,8,93,94.0676020408163,94,95.0790816326531,88,89.0102040816327
2859,50,5,4,55,55.55,56,56.56,52,52.52
3398,48,7,4,55,56.1697048611111,58,59.2335069444444,52.2,53.31015625
3799,77,11,6,88,89.7959183673469,93,94.8979591836735,84.8571428571429,86.5889212827988
3082,80,12,10,92,94.07,94,96.115,86,87.935
3331,67,13,6,80,83.0118066384495,87,90.2753397193139,78.1428571428571,81.0847468414855
3621,79,9,8,88,89.1421246595097,89,90.1551033488223,83,84.0772312129467
4062,82,11,5,93,94.6735574063058,99,100.781528851874,91.1666666666667,92.8072327979377
3621,59,10,3,69,70.9821890261419,76,78.1832806664752,70.25,72.26809824763
7054,40,4,1,44,44.44,47,47.47,43,43.43
4461,43,4,4,47,47.4067063277447,47,47.4067063277447,44.2,44.5824770146025
4435,38,2,3,40,40.1108033240997,39,39.1080332409972,38.25,38.3559556786704
4936,63,6,6,69,69.6258503401361,69,69.6258503401361,65.1428571428571,65.7337220602527
3833,55,6,4,61,61.7259504132231,63,63.7497520661157,58,58.6902479338843
4185,72,5,4,77,77.3713348765432,78,78.3761574074074,74,74.3568672839506
5308,77,4,6,81,81.218586608197,79,79.2131894079946,77.8571428571429,78.0672481507361
4835,70,3,4,73,73.1340816326531,72,72.1322448979592,70.6,70.7296734693877
4521,77,9,4,86,87.1749030190589,91,92.2432113341204,84.2,85.3503120256367
3969,69,4,10,73,73.2453266120563,67,67.2251627809284,69.5454545454545,69.7791716789826
5049,56,6,10,62,62.7117346938776,58,58.6658163265306,57.3636363636364,58.0221474953618
4868,65,7,8,72,72.8350295857988,71,71.8234319526627,67.3333333333333,68.1142406311637
5043,64,7,7,71,71.849365234375,71,71.849365234375,66.625,67.4220275878906
5045,84,8,5,92,92.8344671201814,95,95.8616780045351,88.6666666666667,89.4708994708995
4125,72,5,9,77,77.3713348765432,73,73.3520447530864,73,73.3520447530864
3741,69,9,5,78,79.3270321361059,82,83.3950850661626,75,76.2759924385633
4483,82,8,8,90,90.8566329565735,90,90.8566329565735,85.1111111111111,85.9212109194263
5037,79,7,7,86,86.6752123057202,86,86.6752123057202,81.625,82.2658628424932
5253,70,8,4,78,79.0187755102041,82,83.0710204081633,75.6,76.5874285714286
4983,56,10,1,66,68.1045918367347,75,77.3915816326531,78.5,81.0031887755102
5123,64,8,6,72,73.125,74,75.15625,68,69.0625
3775,64,11,4,75,77.215576171875,82,84.42236328125,75,77.215576171875
4536,60,9,4,69,70.5525,74,75.665,67.2,68.712
3330,68,6,4,74,74.5761245674741,76,76.5916955017301,71,71.55276816609
3105,68,11,4,79,81.0672577854671,86,88.2504325259516,79,81.0672577854671
5819,54,5,3,59,59.5058299039781,61,61.5229766803841,56.5,56.9843964334705
4312,66,9,5,75,76.3946280991736,79,80.4690082644628,72,73.3388429752066
4903,68,13,5,81,83.9604238754325,89,92.2528114186851,81,83.9604238754325
5819,51,7,6,58,59.0926566705113,59,60.1114955786236,54,55.0173010380623
4584,51,9,6,60,61.8685121107266,63,64.961937716263,56.1428571428571,57.8912506178942
5625,63,7,8,70,70.8641975308642,69,69.8518518518519,65.3333333333333,66.1399176954732
5253,73,6,9,79,79.5336836179396,76,76.5134171514355,74.5,75.0032839181835
3960,54,9,8,63,64.75,64,65.7777777777778,58,59.6111111111111
5280,74,8,7,82,82.9583637691746,83,83.9700511322133,77.5,78.4057706355004
5284,78,8,3,86,86.9046679815911,91,91.957264957265,85,85.8941485864563
4640,77,8,7,85,85.9175240344072,86,86.9283184348119,80.5,81.3689492325856
4964,82,10,5,92,93.3682331945271,97,98.4425936942296,89.5,90.8310529446758
4064,81,10,8,91,92.3869836915104,93,94.4174668495656,86,87.3107757963725
6053,82,10,4,92,93.3682331945271,98,99.4574657941701,91,92.3533610945866
4931,93,6,7,99,99.4120707596254,98,98.4079084287201,94.875,95.269901144641
4779,74,6,6,80,80.5259313367421,80,80.5259313367421,76.1428571428571,76.6434310758635
4044,76,11,7,87,88.8225415512465,91,92.906336565097,82.875,84.6111279432133
4174,72,4,5,76,76.2345679012346,75,75.2314814814815,73,73.2253086419753
5138,90,6,5,96,96.4266666666667,97,97.4311111111111,92.5,92.9111111111111
6771,91,9,11,100,100.978142736384,98,98.9585798816568,94,94.9194541722014
3565,71,7,9,78,78.7581829002182,76,76.7387423130331,73.1,73.8105534616147
3971,70,9,5,79,80.3059183673469,83,84.3720408163265,76,77.2563265306123
3785,62,7,11,69,69.8795525494277,65,65.8285639958377,63.75,64.5626300728408
4877,69,10,6,79,80.6593152699013,83,84.7433312329343,75.4285714285714,77.0128724457647
4181,43,7,4,50,51.3250405624662,53,54.4045429962142,47.2,48.4508382909681
3996,62,5,9,67,67.4357440166493,63,63.4097294484912,63,63.4097294484912
5029,57,5,4,62,62.4770698676516,63,63.4847645429363,59,59.4539858417975
5374,64,6,6,70,70.615234375,70,70.615234375,66.1428571428571,66.7241908482143
5619,64,5,6,69,69.421142578125,68,68.4150390625,65.4285714285714,65.8279157366071
4225,65,5,8,70,70.414201183432,67,67.396449704142,66.1111111111111,66.5023011176857
4981,73,9,3,82,83.2463876899981,88,89.3375867892663,82,83.2463876899981
5919,59,11,4,70,72.4332088480322,77,79.6765297328354,70,72.4332088480322
5718,73,10,2,83,84.5575154813286,91,92.7076374554325,88,89.6513417151435
4363,85,16,6,101,104.578685121107,111,114.933010380623,102.142857142857,105.762036579338
5288,87,9,1,96,97.0273483947681,104,105.112960760999,105,106.123662306778
5008,92,11,8,103,104.472471644612,106,107.515359168242,98.1111111111111,99.5136919764755
4041,78,4,7,82,82.215647600263,79,79.2077580539119,78.75,78.957100591716
4421,73,8,3,81,81.9727903921937,86,87.0328391818352,80,80.9607806342653
5259,77,1,6,78,78.0131556754933,73,73.0123123629617,77,77.012987012987
3799,63,6,3,69,69.6258503401361,72,72.6530612244898,66.75,67.3554421768707
4142,61,8,5,69,70.1867777479172,72,73.2383767804354,65.6666666666667,66.7961121562304
3605,74,7,11,81,81.7247991234478,77,77.6890065741417,75.75,76.4278214024836
3631,80,7,5,87,87.66609375,89,89.68140625,83.5,84.139296875
3876,82,14,8,96,98.7983343248067,102,104.973230220107,92.1111111111111,94.7960869852601
3859,37,3,3,40,40.2629656683711,40,40.2629656683711,37.75,37.9981738495252
3424,35,8,2,43,45.2465306122449,49,51.56,44.3333333333333,46.6495238095238
3298,51,10,6,61,63.3452518262207,65,67.4990388312188,57.4285714285714,59.636513428901
4650,54,6,10,60,60.7407407407407,56,56.6913580246914,55.3636363636364,56.0471380471381
5406,71,9,3,80,81.2854592342789,86,87.3818686768498,80,81.2854592342789
5491,73,5,5,78,78.3659223118784,78,78.3659223118784,74.6666666666667,75.0169512729093
5136,68,5,5,73,73.3946799307958,73,73.3946799307958,69.6666666666667,70.0433246828143
6154,72,6,8,78,78.5416666666667,76,76.5277777777778,73.6666666666667,74.1782407407407
5192,65,8,4,73,74.105798816568,77,78.1663905325444,70.6,71.6694437869822
5027,82,7,1,89,89.6485722784057,95,95.6922962522308,92.5,93.1740779298037
4368,57,9,2,66,67.6454293628809,73,74.819944598338,69,70.7202216066482
4887,75,7,6,82,82.7143111111111,83,83.7230222222222,78,78.6794666666667
5029,83,12,9,95,96.9857744229932,98,100.048483088982,89.6,91.4728988242125
7166,85,6,6,91,91.4534256055363,91,91.4534256055363,87.1428571428571,87.5770637666831
4605,72,11,6,83,84.9373070987654,88,90.054012345679,79.8571428571429,81.721092372134
4717,82,13,4,95,97.3877156454491,104,106.613920285544,97.6,100.053063652588
4381,81,10,7,91,92.3869836915104,94,95.4327084285932,86.625,87.9453017832648
4326,76,10,2,86,87.48891966759,94,95.6274238227147,91,92.5754847645429
4165,78,11,10,89,90.7700525969757,90,91.7899408284024,83,84.6507232084155
4706,77,15,5,92,95.4913138809243,102,105.870804520155,94.5,98.086186540732
3831,76,12,6,88,90.1939058171745,94,96.3434903047091,85.4285714285714,87.5583696082311
3777,63,14,2,77,80.8024691358025,89,93.3950617283951,93.3333333333333,97.9423868312757
4722,60,8,3,68,69.2088888888889,73,74.2977777777778,67,68.1911111111111
4055,61,4,7,65,65.2794947594733,62,62.2665950013437,61.75,62.0155200214996
4793,33,1,5,34,34.0312213039486,30,30.0275482093664,33,33.030303030303
5138,51,9,0,60,61.8685121107266,69,71.1487889273356,87,89.7093425605536
5178,75,7,5,82,82.7143111111111,84,84.7317333333333,78.5,79.1838222222222
5020,80,6,6,86,86.48375,86,86.48375,82.1428571428571,82.6049107142857
6196,76,5,3,81,81.3505886426593,83,83.3592451523546,78.5,78.8397680055402
6578,65,9,4,74,75.4186982248521,79,80.5145562130178,72.2,73.5841893491124
5106,61,6,6,67,67.6482128460091,67,67.6482128460091,63.1428571428571,63.7537528314201
4454,67,12,7,79,81.534194698151,84,86.6945867676543,75.25,77.6639006460236
5080,72,11,3,83,84.9373070987654,91,93.1240354938272,85.75,87.7514949845679
4725,73,6,6,79,79.5336836179396,79,79.5336836179396,75.1428571428571,75.6504838752915
4549,77,6,6,83,83.5039635688986,83,83.5039635688986,79.1428571428571,79.6234007180204
3911,79,10,3,89,90.4260535170646,96,97.5382150296427,90.25,91.6960823585964
4276,81,8,8,89,89.8681603414114,89,89.8681603414114,84.1111111111111,84.9315822452539
4181,81,6,5,87,87.477366255144,88,88.482853223594,83.5,83.9581618655693
3934,77,7,8,84,84.6942148760331,83,83.6859504132231,79.3333333333333,79.9889807162534
4047,74,10,7,84,85.5339663988313,87,88.5887509130752,79.625,81.0790723155588
4415,65,6,11,71,71.6049704142012,66,66.5623668639053,66.25,66.8144970414201
4681,70,4,8,74,74.2416326530612,70,70.2285714285714,70.6666666666667,70.8974149659864
6019,46,1,3,47,47.0222117202268,45,45.0212665406427,46,46.0217391304348
4758,70,7,3,77,77.77,81,81.81,75.25,76.0025
5252,83,5,7,88,88.3193496879083,86,86.3120917404558,84.25,84.5557410364349
4641,80,4,3,84,84.21,85,85.2125,81.5,81.70375
5148,84,12,9,96,97.9591836734694,99,101.020408163265,90.6,92.4489795918367
5451,91,9,4,100,100.978142736384,105,106.027049873204,98.2,99.1605361671296
5402,75,10,5,85,86.5111111111111,90,91.6,82.5,83.9666666666667
4738,76,7,7,83,83.704120498615,83,83.704120498615,78.625,79.2920057132964
4959,91,9,6,100,100.978142736384,103,104.007487018476,96.1428571428571,97.0832715165525
4593,77,10,3,87,88.4673638050261,94,95.5854275594535,88.25,89.7384466183167
4898,80,8,3,88,88.88,93,93.93,87,87.87
4462,73,6,7,79,79.5336836179396,78,78.5269281291049,74.875,75.3808172264965
4070,69,9,7,78,79.3270321361059,80,81.3610586011342,73.5,74.7504725897921
3648,75,14,8,89,92.1011555555556,95,98.3102222222222,85.1111111111111,88.0767604938272
4449,79,9,1,88,89.1421246595097,96,97.2459541740106,97,98.2589328633232
4437,71,2,6,73,73.057925014878,69,69.05475104146,71.1428571428571,71.1993085272196
5247,61,7,3,68,68.8954582101586,72,72.9481322225208,66.25,67.1224133297501
5589,70,12,8,82,84.4097959183673,86,88.5273469387755,77.3333333333333,79.6059863945578
4941,52,4,3,56,56.3313609467456,57,57.3372781065089,53.5,53.8165680473373
4846,67,6,3,73,73.5854310536868,76,76.6094898641123,70.75,71.3173869458677
5667,71,9,4,80,81.2854592342789,85,86.3658004364214,78.2,79.4565364015076
5010,73,10,8,83,84.5575154813286,85,86.5950459748546,78,79.4636892475136
5461,91,13,9,104,106.122448979592,108,110.204081632653,98.8,100.816326530612
5203,86,9,7,95,96.0404272579773,97,98.0623309897242,90.5,91.4911438615468
4909,83,10,1,93,94.3499782261576,102,103.480621280302,105.5,107.031426912469
4543,85,10,11,95,96.3148788927336,94,95.3010380622837,88.75,89.9783737024221
4896,84,8,7,92,92.8344671201814,93,93.843537414966,87.5,88.2936507936508
4785,74,6,6,80,80.5259313367421,80,80.5259313367421,76.1428571428571,76.6434310758635
4834,76,8,4,84,84.9307479224377,88,88.9750692520776,81.6,82.5041551246537
4649,76,9,7,85,86.1920013850416,87,88.2200484764543,80.5,81.6288954293629
5418,76,10,5,86,87.48891966759,91,92.5754847645429,83.5,84.9456371191136
4791,76,8,8,84,84.9307479224377,84,84.9307479224377,79.1111111111111,79.9876885195445
