lat,long,site
42.23,-107.69,92081
42.22,-123.06,69226
42.21,-113.84,33226
42.21,-90.06,34001
42.21,-105.29,92087
42.19,-96.73,54022
42.18,-102.78,54043
42.18,-97.13,54124
42.17,-74.12,61028
42.17,-108.62,92017
42.16,-93.34,36123
42.16,-107.43,92082
42.15,-89.33,34002
42.15,-71.89,47010
42.14,-89.76,34065
42.13,-104.45,92091
42.12,-73.46,47022
42.11,-122.53,69159
42.1,-84.8,49055
42.08,-70.86,47006
42.08,-86.03,49020
42.08,-78.59,61111
42.07,-74.98,61121
42.06,-120.15,69253
42.05,-78.94,61059
42.04,-90.6,36017
42.04,-85.72,49036
42.04,-76.03,61044
42.03,-94.57,36024
42.01,-75.8,61033
42.01,-119.47,69061
42.01,-104.28,92028
42,-111.95,33228
42,-71.11,47011
42,-74.34,61014
41.99,-121.89,14166
41.99,-79.41,61062
41.99,-79.15,72107
41.98,-71.73,77004
41.97,-90.29,36006
41.97,-73.92,61008
41.96,-78.34,72018
41.96,-113.63,85024
41.95,-76.06,72033
41.94,-75.61,72043
41.93,-88.18,34014
41.93,-71.07,47005
41.91,-83.99,49057
41.89,-112.77,85302
41.88,-98.03,54017
41.87,-86.55,49022
41.87,-76.9,72030
41.86,-120.5,14407
41.84,-113.79,85301
41.83,-89.66,34305
41.83,-119.66,55101
41.82,-123,14001
41.82,-122.01,14168
41.81,-92.35,36009
41.81,-84.41,49058
41.8,-79.95,72005
41.79,-75.42,72044
41.78,-102.45,54039
41.76,-85.75,49039
41.75,-85.47,35303
41.75,-70.16,47001
41.75,-73.98,61009
41.75,-79.94,72008
41.74,-122.63,14198
41.74,-73.35,18012
41.74,-76.02,72031
41.73,-120.37,14165
41.73,-72.92,18102
41.72,-85.67,35006
41.72,-91.25,36108
41.72,-100.77,54037
41.72,-111.33,85153
41.71,-94.08,36014
41.71,-80.32,72004
41.7,-72.51,18003
41.7,-75.79,72038
41.7,-113.89,85025
41.7,-108.42,92024
41.69,-78.08,72014
41.68,-80.74,66021
41.68,-78.39,72015
41.68,-106.38,92104
41.67,-121.25,14406
41.67,-92.26,36010
41.65,-89.01,34012
41.65,-94.14,36013
41.65,-84.51,66003
41.65,-77.12,72022
41.65,-113.18,85251
41.64,-77.91,72028
41.63,-86.36,35103
41.63,-80.49,72002
41.63,-79.04,72010
41.62,-78.6,72019
41.6,-121.05,14405
41.6,-84.93,35009
41.59,-88.43,34306
41.58,-72.85,18015
41.58,-112.08,85152
41.57,-111.56,85103
41.56,-121.58,14430
41.56,-72.59,18014
41.56,-91.27,36007
41.56,-78.85,72016
41.56,-109.18,92097
41.55,-84.38,66001
41.55,-77.96,72023
41.54,-83.45,66107
41.54,-76.96,72132
41.53,-73.5,18009
41.53,-88.57,34016
41.53,-87.19,35201
41.53,-79.34,72006
41.48,-90.21,34008
41.48,-97.19,54015
41.46,-81.07,66017
41.45,-77.27,72126
41.44,-95.72,36015
41.44,-83.08,66006
41.44,-76.9,72034
41.43,-101.7,54038
41.42,-78.73,72017
41.4,-122.04,14175
41.4,-93.1,36011
41.4,-82.88,66113
41.39,-90.03,34007
41.39,-79.2,72012
41.38,-123.48,14174
41.38,-84.12,66002
41.35,-89.77,34010
41.35,-102.97,54021
41.34,-90.53,34067
41.34,-70.78,47102
41.34,-75.25,72041
41.34,-109.58,92123
41.33,-71.96,18001
41.33,-73.53,18011
41.33,-73.68,61207
41.32,-87.2,35002
41.32,-81.05,66116
41.31,-88.59,34069
41.31,-76.66,72029
41.3,-123.53,14167
41.3,-74.67,59021
41.29,-79.09,72009
41.27,-86.62,35004
41.27,-77.24,72021
41.27,-110.76,92022
41.25,-121.82,14199
41.25,-82.23,66011
41.25,-75.23,72042
41.24,-103.66,54033
41.23,-120.33,14151
41.23,-122.13,14169
41.22,-76.45,72035
41.21,-87.58,34017
41.21,-104.11,92112
41.2,-123.8,14074
41.2,-106.65,92026
41.19,-83.7,66008
41.19,-105.29,92027
41.17,-96.13,54012
41.17,-100.05,54032
41.17,-81,66015
41.16,-88.18,34015
41.16,-97.34,54014
41.16,-101.27,54020
41.16,-82.63,66112
41.16,-78.06,72013
41.15,-105.95,92109
41.12,-99.49,54119
41.12,-75.54,72137
41.11,-74.79,59019
41.11,-76.47,72036
41.08,-88.83,34013
41.08,-90.9,34304
41.08,-80.33,72003
41.07,-77.29,72025
41.05,-73.61,18010
41.03,-82.99,66005
41.02,-86.28,35005
41,-107.36,92025
40.99,-100.47,54035
40.98,-84.19,66025
40.96,-102.32,17307
40.96,-87.07,35305
40.96,-79.7,72053
40.93,-89.79,34026
40.93,-99.5,54008
40.92,-88.95,34029
40.91,-90.03,34023
40.91,-78.06,72060
40.91,-80.15,72145
40.89,-88.67,34032
40.88,-123.6,14435
40.88,-93.17,36003
40.88,-75.05,59116
40.87,-82.1,66040
40.86,-90.5,34024
40.85,-104.54,17205
40.84,-103.34,17036
40.84,-79.55,72050
40.81,-84.95,35308
40.8,-123.48,14409
40.8,-91.05,34019
40.8,-79.36,72056
40.8,-75.34,72086
40.78,-75.96,72083
40.76,-91.67,36001
40.76,-77.82,72067
40.76,-113.1,85304
40.75,-88.87,34309
40.73,-78.21,72063
40.72,-109.47,85008
40.71,-88.56,34031
40.7,-86.81,35012
40.7,-84.85,35020
40.69,-80.3,72046
40.69,-77.89,72071
40.68,-75.99,72085
40.67,-87.36,35010
40.66,-107.86,17302
40.66,-79.23,72054
40.66,-78.57,72058
40.65,-123.03,14164
40.65,-90.98,34022
40.65,-92.88,36002
40.65,-75.09,59020
40.64,-87.72,34034
40.64,-98.87,54007
40.63,-75.99,72187
40.62,-95.12,36105
40.62,-79.23,72049
40.61,-102.08,17207
40.6,-89.66,34025
40.6,-81.16,66046
40.59,-112.48,85305
40.58,-86.18,35013
40.58,-111.04,85156
40.58,-109.05,85308
40.57,-94.64,36004
40.57,-78.13,72064
40.56,-105.42,17304
40.56,-83.03,66034
40.56,-77.39,72072
40.55,-95.79,54001
40.51,-122.38,14097
40.5,-105.03,17004
40.5,-74.93,59010
40.5,-74.93,59114
40.5,-76.93,72173
40.49,-121.42,14308
40.49,-123.07,14431
40.48,-79.48,72052
40.48,-76.76,72079
40.47,-91.71,52133
40.47,-78.99,72057
40.46,-96.06,54002
40.46,-82.62,66039
40.46,-82.76,66042
40.45,-114.02,85004
40.44,-78.33,72062
40.43,-120.83,14414
40.43,-74.18,59025
40.42,-78.2,72061
40.42,-75.29,72181
40.41,-123.96,14006
40.4,-87.03,35011
40.37,-77.68,72068
40.37,-79.57,72151
40.36,-109.33,85108
40.34,-103.79,17306
40.33,-78.32,72059
40.32,-114.8,55012
40.32,-77.36,72165
40.31,-105.97,17353
40.3,-104.69,17035
40.3,-90.13,34071
40.3,-81.58,66148
40.29,-81.87,66251
40.29,-76.32,72180
40.27,-108.55,17301
40.27,-76.46,72177
40.26,-102.71,17037
40.26,-89.12,34308
40.26,-119.77,55007
40.24,-83.29,66035
40.24,-111.15,85206
40.23,-77.66,72166
40.22,-75.66,72182
40.21,-107.03,17202
40.21,-91.18,34020
40.21,-86.05,35115
40.21,-97.55,54004
40.21,-76.71,72076
40.2,-120.62,14181
40.2,-103.44,17006
40.2,-108.75,17351
40.2,-76.17,72275
40.19,-86.45,35306
40.19,-79.26,72155
40.18,-122.85,14411
40.18,-76.28,72078
40.17,-123.6,14178
40.17,-115.49,55143
40.16,-92.51,52068
40.16,-117.18,55009
40.16,-74.06,59013
40.16,-80.34,72047
40.16,-75.46,72084
40.15,-120.54,14436
40.15,-106.87,17003
40.15,-83.72,66031
40.14,-86.69,35014
40.14,-76.46,72174
40.13,-107.96,17032
40.13,-106.49,17203
40.1,-94.14,52070
40.1,-81.89,66049
40.1,-81.41,66150
40.09,-93.55,52035
40.09,-115.63,55011
40.08,-89.82,34072
40.08,-94.85,52136
40.08,-74.28,59011
40.08,-80.68,90052
40.07,-88.55,34030
40.07,-96.4,54103
40.07,-84.13,66126
40.07,-80.32,72048
40.07,-112.09,85105
40.06,-108.41,17031
40.06,-92.49,52034
40.05,-107.87,17352
40.05,-91.12,34070
40.05,-101.54,54036
40.05,-77.06,72070
40.04,-120.99,14415
40.04,-111.28,85174
40.03,-113.98,85104
40.02,-122.63,14179
40.02,-105.29,17354
40.01,-90.93,34307
40.01,-112.45,85155
39.99,-74.22,59005
39.98,-104.5,17412
39.98,-90.34,34036
39.98,-79.41,72189
39.98,-77.23,72193
39.96,-107.64,17009
39.96,-91.3,34311
39.96,-82.53,66075
39.95,-88.66,34314
39.94,-119.38,55045
39.93,-97.01,38030
39.93,-80.05,72088
39.92,-91.31,34135
39.92,-76.88,72196
39.91,-75.81,72097
39.91,-80.73,90037
39.9,-96.87,38028
39.9,-111.95,85011
39.89,-88.1,34044
39.88,-83.91,66168
39.87,-79.06,72090
39.86,-78.17,72192
39.85,-103.64,17013
39.84,-104.18,17042
39.84,-83.46,66166
39.83,-102.63,17014
39.83,-75.14,59001
39.82,-105.52,17361
39.81,-90.4,34312
39.79,-120.13,14433
39.79,-90.41,34038
39.79,-93.12,52066
39.78,-120.63,14078
39.78,-95.22,38317
39.78,-78.95,72091
39.78,-75.81,72198
39.77,-99.25,38034
39.76,-122.23,14080
39.76,-96.02,38029
39.76,-76.46,72195
39.75,-107.69,17359
39.75,-75.58,21002
39.75,-74.58,59028
39.74,-77.49,72194
39.72,-104.37,17312
39.72,-98.1,38033
39.72,-99.64,38035
39.72,-78.92,46053
39.71,-77.33,46009
39.71,-94.06,52131
39.7,-76.76,46017
39.7,-79.73,90053
39.69,-78.41,46055
39.69,-75.46,59104
39.68,-123.48,14182
39.68,-85.46,35028
39.68,-83.8,66067
39.67,-79.16,46051
39.67,-110.62,85312
39.66,-107.12,17039
39.66,-105.85,17211
39.66,-74.91,59107
39.66,-112.06,85310
39.65,-96.52,38318
39.65,-94.66,52032
39.65,-84.39,66058
39.65,-80.77,90041
39.64,-107.61,17209
39.64,-77.56,46007
39.64,-77.02,46014
39.63,-76.96,46015
39.63,-76.52,46151
39.62,-76,46032
39.61,-120.42,14158
39.61,-103.12,17043
39.61,-88.38,34047
39.61,-78.81,46005
39.61,-77.86,46006
39.61,-113.48,85109
39.59,-110.56,85012
39.58,-100.32,38025
39.57,-77.54,46008
39.57,-79.84,90044
39.56,-123.39,14160
39.56,-120.82,14185
39.56,-103.02,17313
39.56,-97.81,38319
39.56,-98.15,38420
39.56,-81.58,66181
39.55,-122.06,14148
39.55,-89.45,34043
39.55,-76.81,46016
39.55,-116.38,55016
39.55,-83.84,66165
39.54,-106.22,17040
39.53,-102.59,17214
39.53,-87.14,35022
39.53,-79.16,46102
39.53,-75.1,59003
39.52,-122.94,14011
39.52,-75.94,46033
39.52,-75.9,46034
39.52,-91.21,52126
39.51,-120.17,14417
39.51,-108.46,17208
39.51,-77.03,46013
39.5,-75.68,21001
39.5,-79.15,46001
39.5,-80.58,90043
39.49,-121.6,14159
39.49,-100.64,38322
39.49,-84.01,66161
39.48,-89.26,34041
39.48,-76.31,46020
39.48,-74.56,59029
39.45,-92.18,52027
39.44,-108.95,17308
39.44,-77.85,90051
39.44,-78.13,90150
39.43,-79.16,46003
39.41,-81.35,66080
39.41,-80.2,90038
39.4,-108.81,17008
39.4,-93.73,52130
39.4,-118.72,55114
39.39,-89.2,34042
39.39,-89.83,34075
39.39,-94.5,52067
39.38,-102.42,17044
39.38,-75.34,59002
39.37,-104.36,17012
39.37,-103.78,17213
39.37,-75.63,21105
39.37,-80.86,90042
39.36,-115.27,55017
39.36,-83.86,66064
39.35,-112.22,85010
39.34,-98.75,38032
39.34,-76.81,46018
39.33,-87.37,35021
39.33,-79.31,46052
39.32,-111.44,85311
39.31,-88.19,34046
39.31,-87.77,34048
39.31,-82.16,66073
39.28,-90.55,34074
39.27,-121.73,14012
39.27,-75.76,46035
39.27,-81.88,66082
39.26,-86.7,35026
39.26,-76.14,46036
39.25,-95.53,38027
39.24,-106.76,17010
39.23,-82.28,66076
39.23,-111.85,85161
39.22,-105.27,17011
39.22,-110.99,85162
39.2,-114.49,55018
39.19,-97.61,38031
39.19,-82.67,66072
39.19,-80.09,90140
39.18,-78.5,90048
39.17,-101.96,38038
39.16,-123.58,14081
39.16,-123.22,14210
39.15,-77.09,46011
39.15,-82.91,66074
39.14,-87.66,34077
39.13,-106.17,17410
39.12,-87.05,35313
39.11,-101.72,38323
39.11,-77,46012
39.1,-88.02,34076
39.1,-76.19,46037
39.09,-81.03,90036
39.09,-79.93,90046
39.08,-105.41,17041
39.08,-95.56,38026
39.08,-110.66,85112
39.08,-109.12,85313
39.07,-107.36,17309
39.07,-86.34,35023
39.07,-81.55,90035
39.06,-97.11,38019
39.05,-108.57,17138
39.04,-81.55,90034
39.04,-80.52,90039
39.03,-77.01,46110
39.03,-76.51,46121
39.02,-75.46,21004
39.01,-120.82,14418
39.01,-76.84,46022
39.01,-74.9,59231
38.99,-96.9,38016
38.98,-105.57,17048
38.98,-76.66,46123
38.98,-110.16,85317
38.97,-95.9,38014
38.96,-78.84,90149
38.95,-75.53,21003
38.95,-85.16,35315
38.91,-86.19,35037
38.91,-91.61,52019
38.9,-83.75,66085
38.89,-117.19,55121
38.88,-82.78,66087
38.87,-116.4,55022
38.85,-94.87,38013
38.84,-89.39,34316
38.84,-99.46,38023
38.83,-104.09,17019
38.83,-107.6,17216
38.83,-87.74,34058
38.82,-80.79,90026
38.81,-78.56,88007
38.81,-78.74,88008
38.8,-123.58,14014
38.79,-121.84,14187
38.79,-120.72,14420
38.79,-81.4,90014
38.78,-75.88,46038
38.78,-76.07,46040
38.77,-119.82,14082
38.77,-86.76,35035
38.77,-112.1,85165
38.76,-120.92,14153
38.76,-120.44,14188
38.76,-103.34,17320
38.76,-86.54,35314
38.74,-106.43,17217
38.74,-75.28,21010
38.73,-120.57,14419
38.73,-108.62,17045
38.73,-75.46,21109
38.73,-109.87,85118
38.72,-121.03,14098
38.72,-101.65,38024
38.72,-84.82,39039
38.71,-76.81,46124
38.71,-81.02,90016
38.71,-80.49,90025
38.7,-88.16,34056
38.69,-108.13,17015
38.69,-104.07,17049
38.69,-102.59,17051
38.69,-89.53,34051
38.68,-95.12,38310
38.68,-98.77,38313
38.68,-109.47,85218
38.67,-75.23,21107
38.67,-88.42,34057
38.66,-89.66,34052
38.66,-85.94,35038
38.66,-94.1,52124
38.66,-83.41,66086
38.64,-105.77,17318
38.63,-85.74,35041
38.62,-77.58,88012
38.6,-77.07,46030
38.6,-80.02,90023
38.59,-106.91,17046
38.58,-92.43,52021
38.58,-81.79,90019
38.57,-78.5,88005
38.56,-80.89,90028
38.56,-79.42,90031
38.55,-98.03,38021
38.55,-76.97,46028
38.54,-122.71,14186
38.54,-104.45,17319
38.53,-95.85,38015
38.52,-89.81,34050
38.52,-96.91,38311
38.52,-76.84,46029
38.52,-76.21,46043
38.52,-75.79,46044
38.52,-113.67,85164
38.51,-106.75,17017
38.51,-106.55,17047
38.5,-76.57,46126
38.49,-88.88,34317
38.49,-112,85115
38.47,-110.28,85117
38.46,-98.97,38020
38.46,-100.72,38315
38.46,-76.19,46041
38.45,-78.17,88006
38.44,-88.97,34055
38.44,-75.78,46046
38.44,-93.22,52122
38.44,-109.38,85368
38.43,-84.16,39040
38.43,-82.99,39146
38.42,-83.09,39145
38.4,-76.55,46125
38.38,-90.25,34049
38.37,-122.51,14302
38.37,-84.57,39041
38.37,-79.81,90030
38.36,-105.22,17218
38.36,-96.56,38017
38.36,-76.24,46042
38.35,-120.67,14357
38.35,-89.29,34053
38.35,-91.8,52061
38.34,-119.83,14018
38.34,-123.04,14193
38.34,-80.37,90024
38.32,-89.7,34078
38.31,-99.23,38314
38.31,-75.11,46149
38.3,-75.56,46145
38.3,-111.51,85316
38.29,-102.73,17221
38.29,-80.52,90029
38.28,-79.45,88003
38.27,-108.53,17365
38.27,-92.9,52020
38.26,-86.14,35039
38.26,-85.2,39137
38.24,-102.21,17321
38.24,-88.23,34054
38.22,-75.26,46048
38.21,-94.61,38309
38.21,-81.96,90020
38.2,-99.66,38022
38.2,-97.2,38312
38.2,-83.92,39044
38.2,-75.41,46150
38.2,-112.64,85015
38.19,-101.35,38316
38.19,-79.16,88004
38.18,-109.41,85318
38.17,-119.19,14096
38.17,-120.03,14434
38.17,-103.94,17050
38.17,-103.23,17220
38.17,-77.21,88010
38.16,-84.06,39043
38.16,-76.54,46027
38.16,-75.57,46047
38.16,-92.59,52062
38.15,-105.51,17368
38.14,-102.52,17021
38.14,-115.61,55023
38.12,-121.52,14352
38.09,-87.39,35034
38.08,-121.75,14016
38.08,-91.98,52018
38.08,-80.22,90027
38.06,-108.46,17315
38.06,-104.41,17419
38.05,-106.86,17367
38.04,-122.86,14071
38.03,-88.2,34079
37.99,-87.44,35042
37.98,-122.59,14083
37.98,-96.39,38004
37.98,-84.81,39023
37.97,-89.74,34060
37.95,-103.87,17327
37.95,-101.43,38012
37.94,-107.82,17373
37.94,-80.73,90002
37.93,-121.16,14320
37.93,-85.09,39026
37.92,-98.83,38008
37.92,-111.18,85021
37.91,-87.62,35316
37.9,-91.42,52011
37.9,-78.54,88022
37.89,-113.65,85119
37.89,-78.68,88021
37.88,-110.36,85022
37.88,-76.67,88030
37.86,-89.07,34318
37.85,-98.87,38305
37.84,-95.5,38003
37.83,-108.76,17322
37.82,-99.38,38306
37.82,-100.87,38307
37.82,-85.71,39127
37.82,-111.84,85121
37.81,-122.14,14172
37.79,-108.02,17052
37.79,-96.43,38303
37.79,-97.46,38304
37.79,-113.45,85019
37.78,-108.08,17222
37.77,-107,17153
37.77,-93.85,52015
37.76,-111.66,85321
37.74,-119.8,14156
37.73,-83.56,39117
37.72,-80.81,90001
37.71,-120.19,14421
37.71,-87.69,39035
37.7,-78.78,88023
37.69,-105.92,17225
37.69,-114.74,55028
37.68,-102.29,17028
37.67,-90.07,52057
37.67,-90.64,52109
37.67,-109.4,85123
37.66,-121.73,14303
37.66,-113.54,85319
37.66,-80.31,90003
37.65,-76.34,88029
37.63,-106.42,17154
37.63,-83.8,39118
37.61,-81.11,90006
37.6,-115.03,55027
37.59,-120.86,14021
37.59,-88.5,34062
37.59,-86.29,39030
37.58,-85.73,39124
37.57,-110.71,85122
37.54,-75.73,88032
37.53,-79.29,88020
37.53,-81.76,90007
37.51,-121.15,14155
37.51,-95.32,38002
37.51,-98.82,38009
37.51,-92.92,52013
37.51,-91.03,52058
37.47,-84.81,39022
37.46,-88.16,34081
37.46,-110.7,85172
37.45,-93.51,52014
37.45,-112.32,85170
37.44,-108.47,17372
37.41,-118,14192
37.41,-85.12,39025
37.41,-112.79,85020
37.39,-84.66,39021
37.38,-101.24,38308
37.37,-91.55,52010
37.36,-119.63,14022
37.36,-95.44,38302
37.33,-104.58,17376
37.33,-92.83,52059
37.33,-78.98,88024
37.32,-88.32,39036
37.32,-112.45,85320
37.31,-88.94,34061
37.31,-97.34,38006
37.3,-96.1,38105
37.3,-89.52,52007
37.3,-81.15,90005
37.29,-88.94,34319
37.28,-105.55,17125
37.25,-121.67,14189
37.25,-119.16,14205
37.25,-86.13,39028
37.25,-90.3,52008
37.24,-87.33,39132
37.24,-89.8,52056
37.23,-107.18,17223
37.23,-107.86,17423
37.23,-89.23,34059
37.23,-97.25,38007
37.23,-78.26,88049
37.21,-122.15,14194
37.21,-107.79,17023
37.21,-109.17,85023
37.21,-82.47,88013
37.21,-77.62,88028
37.2,-89.27,34080
37.18,-105.74,17055
37.17,-118.02,14023
37.17,-80.41,88116
37.16,-122.22,14319
37.16,-102.27,17228
37.16,-99.27,38010
37.14,-94.11,52016
37.12,-119.7,14191
37.1,-102.57,17058
37.1,-87.35,39134
37.09,-105.52,17425
37.08,-76.98,88031
37.07,-88.51,34063
37.07,-111.66,85171
37.06,-113.77,85169
37.04,-104.05,17056
37.04,-79.07,88051
37.01,-81.94,88014
36.99,-86.63,39006
36.96,-90.54,52052
36.94,-115.27,55130
36.94,-99.36,67031
36.92,-86.33,39107
36.92,-94.69,67022
36.91,-111.45,6053
36.91,-95.12,67023
36.9,-88.86,39002
36.9,-116.76,55029
36.88,-93.39,52055
36.86,-89.04,39112
36.86,-91.68,52003
36.85,-92.5,52004
36.85,-78.59,88041
36.83,-108.01,60201
36.82,-84.83,39011
36.82,-89.24,52001
36.81,-118.9,14132
36.81,-85.71,39008
36.79,-87.96,39004
36.77,-101.18,67070
36.77,-102.26,67071
36.76,-96.06,67026
36.76,-80.19,88037
36.75,-96.36,67065
36.74,-121.15,14225
36.74,-80.91,88047
36.73,-112.04,6002
36.72,-90.98,52053
36.72,-103.57,60006
36.72,-76.01,88048
36.7,-85.26,39009
36.7,-99.72,67032
36.7,-82.74,88134
36.69,-113.45,6101
36.68,-88.18,39003
36.66,-87,39005
36.66,-98.97,67030
36.65,-98.16,67067
36.64,-92.97,52054
36.63,-119.3,14054
36.63,-79.25,88040
36.61,-84.99,39010
36.61,-106.9,60153
36.61,-76.27,88046
36.6,-111.07,6103
36.6,-83.7,39001
36.6,-108.92,60051
36.6,-104.72,60155
36.6,-79.76,88039
36.6,-77.14,88043
36.59,-90.74,52002
36.59,-77.28,88044
36.58,-104.11,60005
36.58,-102.78,67034
36.55,-81.48,63301
36.55,-87.75,82114
36.52,-106.33,60003
36.5,-118.09,14116
36.5,-86.66,82020
36.5,-85.67,82026
36.49,-80.53,63234
36.47,-79.11,63303
36.46,-118.65,14117
36.46,-100.44,83104
36.45,-121.69,14108
36.45,-78.43,63232
36.44,-90.92,7025
36.43,-107.47,60052
36.43,-100.73,83374
36.41,-75.92,63329
36.41,-89.43,82001
36.4,-92.11,7027
36.4,-94.11,7029
36.4,-95.81,67024
36.36,-96.04,67125
36.35,-76.97,63023
36.34,-80.6,63302
36.33,-105.29,60154
36.32,-94.66,67063
36.32,-86.33,82019
36.31,-112.03,6052
36.31,-82.07,82042
36.3,-89.36,82002
36.29,-95.68,67064
36.28,-113.06,6051
36.28,-80.64,63027
36.28,-101.04,83103
36.27,-81.59,63228
36.26,-101.35,83375
36.25,-121.42,14195
36.25,-77.97,63024
36.23,-97.6,67027
36.23,-99.57,67068
36.22,-120.51,14053
36.18,-98.91,67129
36.17,-78.21,63304
36.17,-88.31,82008
36.17,-86.99,82013
36.16,-107.7,60002
36.12,-93.28,7028
36.09,-91.73,7026
36.09,-85.7,82025
36.07,-105.79,60004
36.05,-78.48,63025
36.04,-84.34,82034
36.04,-82.91,82041
36.02,-102.1,83376
36.01,-118.12,14423
35.98,-79.46,63014
35.97,-103.68,60056
35.97,-96.29,67059
35.96,-77.44,63010
35.94,-88.9,82011
35.92,-80.72,63217
35.91,-91.34,7019
35.91,-82.64,63220
35.9,-83.92,82040
35.89,-118.85,14341
35.89,-98.6,67019
35.87,-87.32,82016
35.86,-114.66,6206
35.86,-75.86,63107
35.85,-86.82,82022
35.84,-103.67,60062
35.84,-94.88,67011
35.82,-81.64,63119
35.81,-88.86,82012
35.8,-120.53,14032
35.78,-93.06,7023
35.78,-107.26,60008
35.76,-97.69,67060
35.75,-77.23,63313
35.75,-102.24,83100
35.73,-86.16,82023
35.73,-83.8,82139
35.73,-101.18,83372
35.72,-115.2,55032
35.72,-96.12,67015
35.72,-95.57,67058
35.7,-114.71,55033
35.7,-100.93,83105
35.68,-89.33,82005
35.66,-105.33,60060
35.65,-104.37,60111
35.63,-92.71,7020
35.6,-117.8,14059
35.59,-79.33,63318
35.58,-82.48,63121
35.58,-99.02,67062
35.57,-92.19,7021
35.57,-105.67,60010
35.55,-113.37,6107
35.54,-115.42,14062
35.54,-118.2,14128
35.52,-106.05,60009
35.52,-78.9,63212
35.51,-90.28,7117
35.49,-76.54,63208
35.49,-87.67,82018
35.48,-90.68,7016
35.46,-99.73,67020
35.44,-107.44,60058
35.42,-113.8,6057
35.42,-93.66,7022
35.41,-78.06,63013
35.41,-88.54,82009
35.4,-103.5,60112
35.39,-111.57,6009
35.38,-85.91,82027
35.37,-100.97,83371
35.36,-89.07,82006
35.35,-94.33,7024
35.34,-98.39,67061
35.34,-88.81,82010
35.34,-87.14,82017
35.33,-79.8,63215
35.33,-86.66,82021
35.31,-91.35,7118
35.31,-120.5,14138
35.31,-83.21,63030
35.3,-116.91,14036
35.3,-85.16,82130
35.29,-108.91,60057
35.29,-82.38,63221
35.28,-77.71,63011
35.26,-108.12,60107
35.26,-78.05,63312
35.26,-99.88,67021
35.24,-80.66,63216
35.24,-77.06,63319
35.23,-112.58,6108
35.23,-94.45,67057
35.21,-80.29,63017
35.2,-101.57,83101
35.17,-97.42,67017
35.17,-85.66,82029
35.16,-111.94,6059
35.16,-84.04,63222
35.16,-87.68,82015
35.14,-82.83,63308
35.12,-114.58,6056
35.1,-77.19,63311
35.1,-96.43,67014
35.1,-85.36,82128
35.1,-84.39,82135
35.09,-119.72,14140
35.05,-89.37,82003
35.04,-76.9,63108
35.04,-98.12,67018
34.99,-83.96,63307
34.98,-86.06,2073
34.98,-114.48,6012
34.97,-94.04,7015
34.95,-76.65,63002
34.93,-76.84,63202
34.93,-78.85,63316
34.93,-100.83,83095
34.92,-86.98,2072
34.92,-90.5,7008
34.91,-83.4,27041
34.91,-99.71,67010
34.9,-84.51,27335
34.86,-87.6,2001
34.86,-86.2,2007
34.86,-107.24,60114
34.83,-111.43,6115
34.83,-119.32,14142
34.8,-89.81,51012
34.79,-87.38,2071
34.78,-104.94,60067
34.76,-84.06,27040
34.75,-85.85,2204
34.74,-79.81,80054
34.73,-119.04,14118
34.72,-113.91,6013
34.7,-110.76,6066
34.7,-91.7,7109
34.7,-92.8,7111
34.7,-119.61,14427
34.68,-82.65,80116
34.66,-83.28,80018
34.64,-112.43,6014
34.64,-88.13,51042
34.63,-108.44,60013
34.62,-80.77,80112
34.61,-110.37,6116
34.6,-100.73,83368
34.59,-77.79,63204
34.58,-80.44,80053
34.56,-84.72,27026
34.53,-78.07,63004
34.52,-117.94,14112
34.52,-94.93,67051
34.52,-95.35,67103
34.5,-86.68,2006
34.5,-106.19,60065
34.5,-79.42,80010
34.49,-83.54,27030
34.47,-79.2,63106
34.46,-103.47,60068
34.44,-96.82,67005
34.44,-81.28,80015
34.42,-87.39,2057
34.42,-90.49,51104
34.41,-97.45,67054
34.41,-100.19,83096
34.4,-78.05,63205
34.39,-83.1,27333
34.38,-85.04,27039
34.37,-97.85,67106
34.37,-101.57,83369
34.35,-111.1,6065
34.35,-92.63,7112
34.34,-108.52,60263
34.32,-78.59,63005
34.31,-86.47,2046
34.3,-85.93,2109
34.28,-88.06,2201
34.25,-118.1,14104
34.23,-113.59,6063
34.21,-86.47,2105
34.2,-102.23,83097
34.19,-82.75,27332
34.17,-83.83,27331
34.17,-107.3,60164
34.16,-89.67,51039
34.13,-87.76,2045
34.13,-77.87,63003
34.13,-97.21,67007
34.11,-106.87,60115
34.1,-104.22,60017
34.09,-98.31,83366
34.08,-115.1,14069
34.05,-84.78,27027
34.05,-105.81,60116
34.05,-101.32,83106
34.04,-91.49,7010
34.03,-83.31,27024
34.03,-82.09,80051
34.02,-85.71,2008
34.02,-103.73,60018
34.02,-79.78,80006
33.99,-105.11,60166
33.96,-90.76,51040
33.94,-85.45,2162
33.93,-100.07,83107
33.92,-113.82,6119
33.92,-108.18,60019
33.92,-78.21,63101
33.92,-94.56,67050
33.91,-101.06,83364
33.9,-99.18,83078
33.89,-98.97,83362
33.87,-82.55,27325
33.86,-109.16,6073
33.86,-88.65,51025
33.85,-86.38,2207
33.84,-87.58,2016
33.8,-82.27,80021
33.78,-82.48,27019
33.76,-80.53,80056
33.74,-107.32,60020
33.74,-103.64,60074
33.72,-81.35,80009
33.71,-86.44,2061
33.71,-106.95,60071
33.7,-112.27,6020
33.69,-94.12,7007
33.69,-95.7,83358
33.68,-88.16,2205
33.68,-83.7,27326
