"Ind","Obs","S1","S2","Jack1ab","Jack1abP","Jack2ab","Jack2abP","Chao1","Chao1P"
5298,28,4,2,32,32.6530612244898,34,34.6938775510204,30,30.6122448979592
4457,29,7,4,36,38.0975029726516,39,41.2722948870392,33.2,35.1343638525565
5124,39,9,3,48,50.5562130177515,54,56.8757396449704,48,50.5562130177515
4765,46,11,8,57,60.2594517958412,60,63.4310018903592,52.1111111111111,55.0909997899601
4938,51,4,6,55,55.3383314109958,53,53.3260284505959,51.8571428571429,52.1761410446532
5004,56,13,6,69,72.718431122449,76,80.0956632653061,67.1428571428571,70.7612062682216
4751,53,11,5,64,66.7568529725881,70,73.0153079387682,62.1666666666667,64.8445472884775
4985,27,3,5,30,30.3703703703704,28,28.3456790123457,27.5,27.8395061728395
4667,28,7,1,35,37.1875,41,43.5625,38.5,40.90625
4707,24,5,1,29,30.2586805555556,33,34.4322916666667,29,30.2586805555556
5189,25,4,1,29,29.7424,32,32.8192,28,28.7168
5040,30,1,2,31,31.0344444444444,30,30.0333333333333,30,30.0333333333333
5262,32,3,4,35,35.3076171875,34,34.298828125,32.6,32.8865234375
4902,29,4,5,33,33.627824019025,32,32.6087990487515,30,30.5707491082045
4839,30,4,5,34,34.6044444444444,33,33.5866666666667,31,31.5511111111111
4599,30,7,4,37,39.0144444444445,40,42.1777777777778,34.2,36.062
5061,41,8,1,49,50.8655562165378,56,58.1320642474717,55,57.093991671624
5404,35,6,2,41,42.2048979591837,45,46.3224489795918,40,41.1755102040816
5116,59,10,5,69,70.9821890261419,74,76.1258259120942,66.5,68.4103705831658
5065,60,9,7,69,70.5525,71,72.5975,64.5,65.95125
4876,42,10,3,52,54.9478458049887,59,62.3446712018141,53.25,56.2687074829932
5035,32,5,0,37,37.9033203125,42,43.025390625,42,43.025390625
4739,24,6,3,30,31.875,33,35.0625,27.75,29.484375
4815,31,6,3,37,38.3860561914672,40,41.4984391259105,34.75,36.0517689906348
4755,39,9,3,48,50.5562130177515,54,56.8757396449704,48,50.5562130177515
6227,37,12,4,49,54.1541271000731,57,62.9956172388605,50.2,55.4803506208912
6418,37,9,1,46,48.7216946676406,54,57.1950328707085,55,58.254200146092
6193,20,3,1,23,23.5175,25,25.5625,21.5,21.98375
6431,26,4,5,30,30.7100591715976,29,29.6863905325444,27,27.6390532544379
7004,65,7,5,72,72.8350295857988,74,74.858224852071,68.5,69.2944378698225
6288,21,3,1,24,24.4897959183673,26,26.530612244898,22.5,22.9591836734694
6413,33,5,4,38,38.8723599632691,39,39.8953168044077,35,35.8034894398531
7169,31,4,2,35,35.582726326743,37,37.6160249739854,33,33.5494276795005
6753,30,8,2,38,40.7022222222222,44,47.1288888888889,39.3333333333333,42.1303703703704
6581,48,11,8,59,62.0985243055556,62,65.2560763888889,54.1111111111111,56.9528838734568
6649,76,18,8,94,99.2728531855956,104,109.83379501385,93,98.2167590027701
6409,52,10,9,62,64.292899408284,63,65.3298816568047,56.5,58.5894970414201
6402,30,5,5,35,35.9722222222222,35,35.9722222222222,31.6666666666667,32.5462962962963
6763,34,4,7,38,38.5259515570934,35,35.4844290657439,34.75,35.2309688581315
6255,27,6,1,33,34.6296296296296,38,39.8765432098765,34.5,36.2037037037037
6286,30,8,5,38,40.7022222222222,41,43.9155555555556,34.6666666666667,37.1318518518518
6163,19,9,2,28,34.2825484764543,35,42.8531855955679,31,37.9556786703601
6425,39,5,5,44,44.7232084155161,44,44.7232084155161,40.6666666666667,41.3350865658558
6405,27,7,4,34,36.2853223593964,37,39.4869684499314,31.2,33.2971193415638
6586,51,2,1,53,53.081507112649,54,54.083044982699,51.5,51.579200307574
6275,34,7,6,41,42.7378892733564,42,43.780276816609,37,38.568339100346
6617,25,5,0,30,31.2,35,36.4,35,36.4
6735,37,4,5,41,41.4791818845873,40,40.4674945215486,38,38.4441197954711
6516,48,7,10,55,56.1697048611111,52,53.1059027777778,49.9090909090909,50.9705255681818
7418,38,5,6,43,43.744459833795,42,42.7271468144044,39.4285714285714,40.1111990502572
6662,50,5,7,55,55.55,53,53.53,51.25,51.7625
6946,35,3,2,38,38.2791836734694,39,39.2865306122449,36,36.2644897959184
6441,23,2,3,25,25.1890359168242,24,24.1814744801512,23.25,23.4258034026465
6643,50,11,7,61,63.9524,65,68.146,56.875,59.62775
6472,38,3,5,41,41.255540166205,39,39.2430747922438,38.5,38.7399584487535
6422,26,5,7,31,32.146449704142,29,30.0724852071006,27.25,28.2577662721894
6186,22,8,2,30,33.9669421487603,36,40.7603305785124,31.3333333333333,35.4765840220386
6536,41,7,7,48,49.3991671624033,48,49.3991671624033,43.625,44.8966389054134
6520,34,5,3,39,39.8434256055363,41,41.886678200692,36.5,37.2893598615917
6616,42,7,7,49,50.3611111111111,49,50.3611111111111,44.625,45.8645833333333
6613,38,7,8,45,46.5270083102493,44,45.4930747922438,40.3333333333333,41.7019852262235
6474,24,3,2,27,27.421875,28,28.4375,25,25.390625
7570,46,5,4,51,51.6025519848771,52,52.6143667296786,48,48.5671077504726
7277,80,10,8,90,91.40625,92,93.4375,85,86.328125
6376,40,12,4,52,56.68,60,65.4,53.2,57.988
6803,37,9,3,46,48.7216946676406,52,55.0766983199416,46,48.7216946676406
6960,31,4,2,35,35.582726326743,37,37.6160249739854,33,33.5494276795005
6690,56,8,12,64,65.3061224489796,60,61.2244897959184,58.1538461538462,59.3406593406593
6270,16,5,3,21,23.05078125,23,25.24609375,18.5,20.306640625
7528,65,10,7,75,76.7751479289941,78,79.8461538461538,70.625,72.2965976331361
8276,51,7,9,58,59.0926566705113,56,57.0549788542868,53.1,54.1003460207613
7480,57,10,6,67,69.0621729763004,71,73.1852877808556,63.4285714285714,65.3808204722332
7499,53,7,10,60,61.0466358134567,57,57.9943040227839,54.9090909090909,55.8669212595877
7276,40,9,6,49,51.480625,52,54.6325,45.1428571428571,47.4282142857143
7586,49,11,2,60,63.0237401082882,69,72.4773011245314,67.3333333333333,70.726641677079
7883,49,8,4,57,58.5193669304456,61,62.6259891711787,54.6,56.0553935860058
7900,48,10,4,58,60.5173611111111,64,66.7777777777778,57,59.4739583333333
7407,41,7,5,48,49.3991671624033,50,51.4574657941701,44.5,45.7971445568114
8672,44,7,7,51,52.290805785124,51,52.290805785124,46.625,47.8050748966942
7918,57,7,5,64,64.9652200677131,66,66.9953831948292,60.5,61.4124345952601
7477,57,5,8,62,62.4770698676516,59,59.4539858417975,58.1111111111111,58.5582572415444
7388,55,11,8,66,68.64,69,71.76,61.1111111111111,63.5555555555556
7692,56,6,4,62,62.7117346938776,64,64.734693877551,59,59.6772959183673
7397,44,7,8,51,52.290805785124,50,51.2654958677686,46.3333333333333,47.5060261707989
7645,53,10,9,63,65.2427910288359,64,66.2783908864365,57.5,59.5469918120328
8037,55,12,8,67,70.1894214876033,71,74.3798347107438,62.3333333333333,65.3006060606061
7546,52,10,6,62,64.292899408284,66,68.4408284023669,58.4285714285714,60.5893913778529
7519,60,9,5,69,70.5525,73,74.6425,66,67.485
7446,58,8,9,66,67.2556480380499,65,66.2366230677764,60.8,61.9567181926278
7597,41,9,6,50,52.4092801903629,53,55.5538370017847,46.1428571428571,48.3662785756777
8566,33,7,8,40,41.7998163452709,39,40.7548209366391,35.3333333333333,36.9231711049893
7704,54,6,7,60,60.7407407407407,59,59.7283950617284,55.875,56.5648148148148
7645,68,11,11,79,81.0672577854671,79,81.0672577854671,72.5833333333333,74.4826809400231
7595,44,15,2,59,65.8569214876033,72,80.3677685950413,79,88.1813016528926
8597,54,8,6,62,63.360768175583,64,65.4046639231824,58,59.2729766803841
11437,43,9,6,52,54.2779881016766,55,57.4094104921579,48.1428571428571,50.2518735996291
11456,41,14,5,55,61.4128494943486,64,71.4622248661511,56.1666666666667,62.7155463018045
11251,38,11,2,49,53.1059556786704,58,62.8601108033241,56.3333333333333,61.0537857802401
11698,53,6,5,59,59.7561409754361,60,60.7689569241723,55.5,56.2112851548594
11437,58,17,4,75,81.4432223543401,88,95.5600475624257,85.2,92.5195005945303
11333,41,10,6,51,54.0339083878644,55,58.2718619869125,47.4285714285714,50.2500212458571
11514,48,12,5,60,63.75,67,71.1875,59,62.6875
11472,46,6,9,52,52.8846880907372,49,49.8336483931947,47.5,48.3081285444234
11466,65,11,11,76,78.1765680473373,76,78.1765680473373,69.5833333333333,71.576134122288
11264,36,12,3,48,53.3333333333333,57,63.3333333333333,52.5,58.3333333333333
11514,45,10,2,55,57.7160493827161,63,66.1111111111111,60,62.962962962963
11521,62,13,9,75,78.2973465140479,79,82.4732049947971,69.8,72.8687304890739
11529,45,7,6,52,53.2582716049383,53,54.2824691358025,48,49.1614814814815
11625,49,7,3,56,57.1428571428571,60,61.2244897959184,54.25,55.3571428571429
11527,37,4,4,41,41.4791818845873,41,41.4791818845873,38.2,38.6464572680789
11633,48,10,3,58,60.5173611111111,65,67.8211805555555,59.25,61.8216145833333
11605,52,7,5,59,60.0691568047337,61,62.105399408284,55.5,56.5057322485207
11563,36,4,1,40,40.4938271604938,43,43.5308641975309,39,39.4814814814815
11662,46,4,4,50,50.3780718336484,50,50.3780718336484,47.2,47.5568998109641
11418,35,7,3,42,43.68,46,47.84,40.25,41.86
11419,30,7,2,37,39.0144444444445,42,44.2866666666667,37,39.0144444444445
11641,54,9,6,63,64.75,66,67.8333333333333,59.1428571428571,60.7857142857143
11466,42,10,5,52,54.9478458049887,57,60.2312925170068,49.5,52.3061224489796
11776,44,9,4,53,55.2174586776859,58,60.426652892562,51.2,53.3421487603306
11606,38,5,4,43,43.744459833795,44,44.7617728531856,40,40.6925207756233
11448,35,10,7,45,48.6734693877551,48,51.9183673469388,40.625,43.9413265306123
11641,25,2,0,27,27.1728,29,29.1856,26,26.1664
11885,60,7,8,67,67.9119444444444,66,66.8983333333333,62.3333333333333,63.1817592592593
11744,75,13,8,88,90.6439111111111,93,95.7941333333333,83.6666666666667,86.1803851851852
11637,28,7,2,35,37.1875,40,42.5,35,37.1875
11884,53,10,8,63,65.2427910288359,65,67.313990744037,58,60.064791740833
12305,73,5,7,78,78.3659223118784,76,76.3565396884969,74.25,74.5983298930381
11624,48,9,5,57,59.00390625,61,63.14453125,54,55.8984375
11895,54,10,4,64,66.1947873799726,70,72.400548696845,63,65.1604938271605
11801,46,4,9,50,50.3780718336484,45,45.3402646502836,46.6,46.9523629489603
11827,48,3,3,51,51.19921875,51,51.19921875,48.75,48.9404296875
11575,43,7,2,50,51.3250405624662,55,56.4575446187128,50,51.3250405624662
11764,53,3,7,56,56.1794232823069,52,52.1666073335707,53.375,53.5460128159487
11717,44,3,11,47,47.2184917355372,39,39.1813016528926,44.25,44.4557076446281
11957,55,8,5,63,64.3328925619835,66,67.3963636363636,59.6666666666667,60.9290358126722
12093,60,8,8,68,69.2088888888889,68,69.2088888888889,63.1111111111111,64.2330864197531
11609,41,9,6,50,52.4092801903629,53,55.5538370017847,46.1428571428571,48.3662785756777
11650,28,7,2,35,37.1875,40,42.5,35,37.1875
11998,49,3,9,52,52.1949187838401,46,46.1724281549354,49.3,49.484798000833
11814,50,10,9,60,62.4,61,63.44,54.5,56.68
11947,61,10,4,71,72.9080892233271,77,79.0693361999463,70,71.8812147272239
11887,60,10,11,70,71.9444444444444,69,70.9166666666667,63.75,65.5208333333333
12135,47,13,6,60,64.5903123585333,67,72.1258488003622,58.1428571428571,62.5910884045787
12218,59,9,4,68,69.5823039356507,73,74.6986498132721,66.2,67.740419419707
12010,61,18,3,79,85.8787960225746,94,102.18489653319,99.25,107.892031711905
11874,48,10,6,58,60.5173611111111,62,64.6909722222222,54.4285714285714,56.7909226190476
12396,70,14,5,84,87.36,93,96.72,85.1666666666667,88.5733333333333
12002,47,6,4,53,53.8637392485287,55,55.8963331824355,50,50.8148483476686
11920,45,15,3,60,66.6666666666667,72,80,71.25,79.1666666666667
12009,41,6,3,47,48.0065437239738,50,51.0707911957168,44.75,45.7083581201666
12047,42,10,3,52,54.9478458049887,59,62.3446712018141,53.25,56.2687074829932
14998,49,4,4,53,53.3531861724282,53,53.3531861724282,50.2,50.5345272802999
14583,56,7,7,63,63.984375,63,63.984375,58.625,59.541015625
14642,61,11,9,72,74.3413061005106,74,76.4063423810804,66.5,68.6624563289438
15203,38,4,5,42,42.4653739612188,41,41.4542936288089,39,39.4321329639889
