"Ind","Obs","S1","S2","Jack1ab","Jack1abP","Jack2ab","Jack2abP","Chao1","Chao1P"
27676,48,7,3,55,56.1697048611111,59,60.2547743055556,53.25,54.3824869791667
27315,44,9,5,53,55.2174586776859,57,59.3848140495868,50,52.0919421487603
27828,51,7,3,58,59.0926566705113,62,63.1680123029604,56.25,57.3096885813149
27507,44,6,3,50,50.9297520661157,53,53.9855371900827,47.75,48.6379132231405
27782,56,7,7,63,63.984375,63,63.984375,58.625,59.541015625
27835,59,9,1,68,69.5823039356507,76,77.7684573398449,77,78.7917265153691
27358,36,5,3,41,41.7908950617284,43,43.829475308642,38.5,39.2426697530864
27291,51,14,12,65,69.8981161091888,67,72.0488273740869,58,62.3706266820454
27502,55,12,4,67,70.1894214876033,75,78.5702479338843,68.2,71.4465454545455
27529,48,12,1,60,63.75,71,75.4375,81,86.0625
27761,59,7,7,66,66.9290433783396,66,66.9290433783396,61.625,62.4924590634875
27661,45,6,3,51,51.9066666666667,54,54.96,48.75,49.6166666666667
27668,46,5,7,51,51.6025519848771,49,49.5789224952741,47.25,47.8082466918715
27627,48,7,5,55,56.1697048611111,57,58.2122395833333,51.5,52.5952690972222
27699,64,13,10,77,80.177001953125,80,83.30078125,71.0909090909091,74.0241033380682
27919,56,3,7,59,59.1693239795918,55,55.1578443877551,56.375,56.536790497449
27510,50,5,3,55,55.55,57,57.57,52.5,53.025
27601,53,7,4,60,61.0466358134567,63,64.0989676041296,57.2,58.1977928088288
27450,51,5,7,56,56.5382545174933,54,54.5190311418685,52.25,52.7522106881968
27650,52,5,8,57,57.5269970414201,54,54.4992603550296,53.1111111111111,53.6021531886917
27599,49,2,4,51,51.0849645980841,49,49.0816326530612,49.2,49.2819658475635
27967,66,11,10,77,79.1388888888889,78,80.1666666666667,71,72.9722222222222
28040,58,7,3,65,65.9467895362664,69,70.0050535077289,63.25,64.1712990487515
27763,53,4,2,57,57.3246707013172,59,59.3360626557494,55,55.313278746885
27617,58,7,7,65,65.9467895362664,65,65.9467895362664,60.625,61.5080633174792
27884,64,9,6,73,74.443603515625,76,77.5029296875,69.1428571428571,70.5101841517857
27691,54,8,5,62,63.360768175583,65,66.4266117969822,58.6666666666667,59.9542752629172
27780,61,5,6,66,66.4434291857028,65,65.436710561677,62.4285714285714,62.8480055284678
27596,47,6,3,53,53.8637392485287,56,56.9126301493889,50.75,51.5770710728837
27592,54,4,4,58,58.318244170096,58,58.318244170096,55.2,55.5028806584362
27799,50,8,2,58,59.4848,64,65.6384,59.3333333333333,60.8522666666667
27673,55,6,5,61,61.7259504132231,62,62.7378512396694,57.5,58.1842975206612
27809,57,6,3,63,63.6980609418282,66,66.7313019390582,60.75,61.4231301939058
27718,46,9,3,55,57.1053875236295,61,63.3350661625709,55,57.1053875236295
27653,55,11,7,66,68.64,70,72.8,61.875,64.35
28005,53,5,3,58,58.5161979352083,60,60.5339978640085,55.5,55.9939480242079
27635,56,8,5,64,65.3061224489796,67,68.3673469387755,60.6666666666667,61.9047619047619
27451,38,5,6,43,43.744459833795,42,42.7271468144044,39.4285714285714,40.1111990502572
27660,50,10,2,60,62.4,68,70.72,65,67.6
27528,45,9,3,54,56.16,60,62.4,54,56.16
27609,38,8,3,46,48.0387811634349,51,53.2603878116344,45,46.994459833795
27645,36,6,6,42,43.1666666666667,42,43.1666666666667,38.1428571428571,39.2023809523809
27771,42,5,3,47,47.6660997732426,49,49.6944444444444,44.5,45.1306689342404
28000,59,11,6,70,72.4332088480322,75,77.6070094800345,66.8571428571429,69.1811055936307
27902,46,4,3,50,50.3780718336484,51,51.3856332703214,47.5,47.859168241966
27862,43,4,6,47,47.4067063277447,45,45.3893996755003,43.8571428571429,44.2366530170749
27980,50,5,8,55,55.55,52,52.52,51.1111111111111,51.6222222222222
27708,47,9,5,56,58.0534178361249,60,62.2000905387053,53,54.9434133091897
27725,42,6,4,48,48.9795918367347,50,51.0204081632653,45,45.9183673469388
27683,47,8,8,55,56.5934812132186,55,56.5934812132186,50.1111111111111,51.5629495498214
28100,62,9,9,71,72.4960978147763,71,72.4960978147763,65.6,66.9823100936524
28093,62,4,8,66,66.2747138397503,62,62.258064516129,62.6666666666667,62.9275060700659
27949,51,5,3,56,56.5382545174933,58,58.557477893118,53.5,54.0142252979623
27966,45,7,6,52,53.2582716049383,53,54.2824691358025,48,49.1614814814815
27912,50,12,1,62,65.5712,73,77.2048,83,87.7808
27689,50,11,5,61,63.9524,67,70.2428,59.1666666666667,62.0303333333333
33977,65,10,11,75,76.7751479289941,74,75.7514792899408,68.75,70.3772189349112
33434,47,10,5,57,59.5803531009507,62,64.8066998641919,54.5,56.96717971933
33324,36,6,4,42,43.1666666666667,44,45.2222222222222,39,40.0833333333333
33570,57,11,7,68,70.5324715297015,72,74.6814404432133,63.875,66.2538473376424
33473,42,10,3,52,54.9478458049887,59,62.3446712018141,53.25,56.2687074829932
33300,32,11,3,43,48.0810546875,51,57.0263671875,45.75,51.156005859375
33926,59,11,6,70,72.4332088480322,75,77.6070094800345,66.8571428571429,69.1811055936307
33497,38,3,2,41,41.255540166205,42,42.2617728531856,39,39.2430747922438
33204,42,18,8,60,71.0204081632653,70,82.8571428571429,59,69.8367346938775
33925,51,8,6,59,60.4517493271819,61,62.5009611687812,55,56.3533256439831
33637,27,4,4,31,31.6803840877915,31,31.6803840877915,28.2,28.8189300411523
33451,49,9,3,58,59.9566847147022,64,66.1591003748438,58,59.9566847147022
33514,55,13,4,68,71.7990082644628,77,81.3018181818182,70.6,74.5442644628099
33565,27,6,2,33,34.6296296296296,37,38.8271604938272,32,33.5802469135802
33383,22,4,1,26,26.8595041322314,29,29.9586776859504,25,25.8264462809917
33989,28,4,1,32,32.6530612244898,35,35.7142857142857,31,31.6326530612245
33381,54,11,7,65,67.6971879286694,69,71.8631687242798,60.875,63.4010202331962
33845,62,10,6,72,73.8730489073881,76,77.9771071800208,68.4285714285714,70.2087111639661
33546,25,4,2,29,29.7424,31,31.7936,27,27.6912
33344,56,15,10,71,76.094068877551,76,81.452806122449,65.5454545454545,70.2481737012987
33738,53,5,5,58,58.5161979352083,58,58.5161979352083,54.6666666666667,55.1531980538744
33589,39,7,2,46,47.4819197896121,51,52.6429980276134,46,47.4819197896121
34014,33,3,2,36,36.297520661157,37,37.3057851239669,34,34.2809917355372
33475,28,5,3,33,34.0522959183673,35,36.1160714285714,30.5,31.4725765306122
33488,32,4,9,36,36.5625,31,31.484375,32.6,33.109375
33960,56,8,7,64,65.3061224489796,65,66.3265306122449,59.5,60.7142857142857
33412,42,13,6,55,60.2692743764172,62,67.9399092970522,53.1428571428571,58.2342079689018
33404,41,17,5,58,67.9714455681142,70,82.034503271862,63.6666666666667,74.6123339282173
33445,28,5,4,33,34.0522959183673,34,35.0841836734694,30,30.9566326530612
33971,40,2,7,42,42.105,37,37.0925,40.125,40.2253125
33386,36,9,8,45,47.8125,46,48.875,40,42.5
33735,34,6,5,40,41.2456747404844,41,42.2768166089965,36.5,37.636678200692
33534,30,8,2,38,40.7022222222222,44,47.1288888888889,39.3333333333333,42.1303703703704
33618,40,8,5,48,49.92,51,53.04,44.6666666666667,46.4533333333333
33854,41,6,4,47,48.0065437239738,49,50.0493753718025,44,44.9422962522308
33555,12,1,1,13,13.0902777777778,13,13.0902777777778,12,12.0833333333333
34114,30,2,0,32,32.1422222222222,34,34.1511111111111,31,31.1377777777778
33941,38,10,3,48,51.3240997229917,55,58.808864265928,49.25,52.6606648199446
33606,20,3,2,23,23.5175,24,24.54,21,21.4725
33812,38,6,5,44,45.0969529085873,45,46.1218836565097,40.5,41.5096952908587
33732,29,3,3,32,32.3424494649227,32,32.3424494649227,29.75,30.0683709869203
33947,35,6,2,41,42.2048979591837,45,46.3224489795918,40,41.1755102040816
35360,51,5,5,56,56.5382545174933,56,56.5382545174933,52.6666666666667,53.1728822247853
34979,61,12,6,73,75.8250470303682,79,82.0572426766998,70.4285714285714,73.1541060390832
35285,49,10,7,59,61.457309454394,62,64.582257392753,54.625,56.9000937109538
34513,38,8,6,46,48.0387811634349,48,50.1274238227147,42,43.8614958448753
35490,64,12,6,76,78.671875,82,84.8828125,73.4285714285714,76.0100446428571
34726,39,13,5,52,57.7777777777778,60,66.6666666666667,52,57.7777777777778
35598,34,2,3,36,36.1245674740484,35,35.121107266436,34.25,34.3685121107266
35209,50,8,6,58,59.4848,60,61.536,54,55.3824
34601,27,3,3,30,30.3703703703704,30,30.3703703703704,27.75,28.0925925925926
34968,51,13,2,64,68.158400615148,75,79.8731257208766,77,82.0030757401
35211,45,7,5,52,53.2582716049383,54,55.3066666666667,48.5,49.6735802469136
34787,54,10,5,64,66.1947873799726,69,71.3662551440329,61.5,63.6090534979424
34723,48,9,7,57,59.00390625,59,61.07421875,52.5,54.345703125
34912,56,9,7,65,66.6788903061224,67,68.7305484693877,60.5,62.0626594387755
34793,50,15,3,65,70.85,77,83.93,76.25,83.1125
34435,31,8,3,39,41.5972944849116,44,46.9302809573361,38,40.5306971904266
35061,52,9,8,61,62.8272928994083,62,63.8572485207101,56,57.6775147928994
34879,52,9,8,61,62.8272928994083,62,63.8572485207101,56,57.6775147928994
34659,37,7,4,44,45.5748721694668,47,48.682249817385,41.2,42.6746530314098
35401,39,9,2,48,50.5562130177515,55,57.9289940828402,51,53.7159763313609
34944,33,8,4,41,43.4095500459137,45,47.6446280991736,38.6,40.8685032139578
34920,37,10,4,47,50.4331628926224,53,56.8714390065741,46,49.3601168736304
35181,46,9,8,55,57.1053875236295,56,58.1436672967864,50,51.913988657845
34725,51,7,7,58,59.0926566705113,58,59.0926566705113,53.625,54.6352364475202
34627,56,11,11,67,69.5851403061225,67,69.5851403061225,60.5833333333333,62.9208917942177
34588,42,11,6,53,56.6354875283447,58,61.9784580498866,49.8571428571429,53.277048914804
34728,33,7,6,40,41.7998163452709,41,42.8448117539027,36,37.6198347107438
35048,48,9,4,57,59.00390625,62,64.1796875,55.2,57.140625
34568,31,5,2,36,36.9365244536941,39,40.0145681581686,34.3333333333333,35.2265001734305
34988,63,9,7,72,73.469387755102,74,75.5102040816327,67.5,68.8775510204082
34937,40,14,4,54,60.615,64,71.84,58.2,65.3295
35329,57,8,4,65,66.2803939673746,69,70.3591874422899,62.6,63.8331178824254
35362,68,10,7,78,79.6868512110727,81,82.7517301038062,73.625,75.2172361591696
34929,71,16,9,87,91.4181709978179,94,98.7736560206308,83,87.2150366990677
36535,60,12,5,72,74.88,79,82.16,71,73.84
35196,63,11,3,74,76.2559838750315,82,84.4998740236835,76.75,79.0898211136306
37281,62,10,8,72,73.8730489073881,74,75.9250780437045,67,68.7429760665973
34752,54,8,14,62,63.360768175583,56,57.2290809327846,55.8666666666667,57.092821216278
35426,52,5,6,57,57.5269970414201,56,56.5177514792899,53.4285714285714,53.9225486052409
34869,63,9,12,72,73.469387755102,69,70.4081632653061,65.7692307692308,67.1114599686028
35174,59,13,9,72,75.4955472565355,76,79.689744326343,66.8,70.0430910657857
34604,59,11,9,70,72.4332088480322,72,74.5027291008331,64.5,66.7420281528296
34770,56,9,4,65,66.6788903061224,70,71.8080357142857,63.2,64.8323979591837
34830,59,5,7,64,64.4596380350474,62,62.4452743464522,60.25,60.6827061189313
34679,52,10,3,62,64.292899408284,69,71.551775147929,63.25,65.5891272189349
34890,62,9,2,71,72.4960978147763,78,79.6436004162331,74,75.5593132154006
34738,53,11,6,64,66.7568529725881,69,71.9722321110715,60.8571428571429,63.4786146569699
34971,49,8,4,57,58.5193669304456,61,62.6259891711787,54.6,56.0553935860058
34800,49,9,4,58,59.9566847147022,63,65.1253644314869,56.2,58.0959600166597
34638,47,11,4,58,61.1770031688547,65,68.5604345857854,58,61.1770031688547
34908,45,7,8,52,53.2582716049383,51,52.2340740740741,47.3333333333333,48.478683127572
34656,57,20,5,77,86.4798399507541,92,103.326562019083,88.6666666666667,99.5828460038986
34645,56,15,6,71,76.094068877551,80,85.7397959183673,71,76.094068877551
34861,49,14,8,63,68.1428571428572,69,74.6326530612245,59.1111111111111,63.9365079365079
35434,58,4,5,62,62.294887039239,61,61.2901307966706,59,59.2806183115339
34675,44,12,5,56,60.1652892561983,63,67.6859504132231,55,59.0909090909091
35020,49,9,6,58,59.9566847147022,61,63.057892544773,54.1428571428571,55.9694175046112
34826,54,7,5,61,62.0250342935528,63,64.0586419753086,57.5,58.4662208504801
35484,40,12,8,52,56.68,56,61.04,47.3333333333333,51.5933333333333
34692,57,10,9,67,69.0621729763004,68,70.0929516774392,61.5,63.3928901200369
34937,65,6,4,71,71.6049704142012,73,73.6220118343195,68,68.5794082840237
34536,53,6,8,59,59.7561409754361,57,57.7305090779637,54.6666666666667,55.3672718642459
34956,59,12,7,71,73.9370870439529,76,79.1439241597242,67.25,70.0319592071244
35356,61,9,5,70,71.5237839290513,74,75.6108572964257,67,68.4584789035206
35764,65,10,7,75,76.7751479289941,78,79.8461538461538,70.625,72.2965976331361
35024,50,10,6,60,62.4,64,66.56,56.4285714285714,58.6857142857143
35186,40,4,2,44,44.44,46,46.46,42,42.42
35160,46,10,7,56,58.6465028355388,59,61.7882797731569,51.625,54.0647448015123
35269,56,9,10,65,66.6788903061224,64,65.6530612244898,59.2727272727273,60.8036873840445
35177,39,5,8,44,44.7232084155161,41,41.6738987508218,40.1111111111111,40.7703995909124
35668,45,9,5,54,56.16,58,60.32,51,53.04
35168,66,11,6,77,79.1388888888889,82,84.2777777777778,73.8571428571429,75.9087301587302
35016,53,8,7,61,62.3898184407262,62,63.4126023495906,56.5,57.7872908508366
34983,50,15,7,65,70.85,73,79.57,63.125,68.80625
36081,72,14,7,86,89.2515432098765,93,96.5162037037037,83.375,86.5272955246914
35659,62,7,9,69,69.8795525494277,67,67.8540582726327,64.1,64.9170915712799
35364,59,7,5,66,66.9290433783396,68,68.9571962079862,62.5,63.3797759264579
35049,55,9,5,64,65.7137190082645,68,69.820826446281,61,62.6333884297521
35998,53,8,6,61,62.3898184407262,63,64.435386258455,57,58.2986828052688
35919,49,7,5,56,57.1428571428571,58,59.1836734693878,52.5,53.5714285714286
36028,53,4,8,57,57.3246707013172,53,53.3018867924528,53.6666666666667,53.9723507772636
35563,42,10,6,52,54.9478458049887,56,59.1746031746032,48.4285714285714,51.1739552964043
35910,58,9,7,67,68.6132580261593,69,70.6614149821641,62.5,64.0049048751486
36047,54,10,11,64,66.1947873799726,63,65.1604938271605,57.75,59.7304526748971
35945,49,9,7,58,59.9566847147022,60,62.0241566014161,53.5,55.304872969596
36040,53,8,7,61,62.3898184407262,62,63.4126023495906,56.5,57.7872908508366
36080,65,7,12,72,72.8350295857988,67,67.7770414201184,66.6153846153846,67.3879654073737
36145,59,10,9,69,70.9821890261419,70,72.0109164033324,63.5,65.3241884515944
35566,42,7,8,49,50.3611111111111,48,49.3333333333333,44.3333333333333,45.5648148148148
35734,62,10,7,72,73.8730489073881,75,76.9510926118626,67.625,69.3842351716961
35922,56,7,9,63,63.984375,61,61.953125,58.1,59.0078125
35541,62,4,5,66,66.2747138397503,65,65.2705515088449,63,63.2622268470343
36437,63,3,9,66,66.1496598639456,60,60.1360544217687,63.3,63.443537414966
36116,48,5,8,53,53.5750868055556,50,50.5425347222222,49.1111111111111,49.6440007716049
35953,60,9,9,69,70.5525,69,70.5525,63.6,65.031
36146,75,8,6,83,83.9443555555555,85,85.9671111111111,79,79.8988444444444
36151,74,8,11,82,82.9583637691746,79,79.9233016800584,76.3333333333333,77.2254687119552
35948,77,11,4,88,89.7959183673469,95,96.9387755102041,88,89.7959183673469
35608,60,4,5,64,64.2844444444444,63,63.28,61,61.2711111111111
36456,63,7,13,70,70.8641975308642,64,64.7901234567901,64.5,65.2962962962963
35931,58,9,5,67,68.6132580261593,71,72.7095719381688,64,65.5410225921522
36347,43,7,4,50,51.3250405624662,53,54.4045429962142,47.2,48.4508382909681
35936,38,14,3,52,59.0581717451524,63,71.5512465373961,60.75,68.9958448753463
35624,39,10,5,49,52.2215647600263,54,57.5502958579882,46.5,49.5571992110454
35898,48,7,5,55,56.1697048611111,57,58.2122395833333,51.5,52.5952690972222
35997,43,4,10,47,47.4067063277447,41,41.3547863710114,43.5454545454545,43.922267564777
36101,49,9,4,58,59.9566847147022,63,65.1253644314869,56.2,58.0959600166597
35807,41,13,2,54,59.4289113622844,65,71.5348007138608,67,73.7358715050565
36589,56,8,7,64,65.3061224489796,65,66.3265306122449,59.5,60.7142857142857
36221,64,5,9,69,69.421142578125,65,65.396728515625,65,65.396728515625
36022,63,7,5,70,70.8641975308642,72,72.8888888888889,66.5,67.320987654321
36402,59,16,5,75,80.5156564205688,86,92.3246193622522,79,84.8098247629991
36946,67,20,4,87,94.7522833593228,103,112.177990643796,105,114.356204054355
36911,61,11,3,72,74.3413061005106,80,82.6014512227896,74.75,77.180730986294
36970,56,7,6,63,63.984375,64,65,59,59.921875
36518,48,9,8,57,59.00390625,58,60.0390625,52,53.828125
36877,44,11,4,55,58.4375,62,65.875,55,58.4375
36628,51,6,8,57,57.7889273356401,55,55.7612456747405,52.6666666666667,53.3956170703576
37108,52,8,6,60,61.4201183431953,62,63.4674556213018,56,57.3254437869822
36576,37,3,3,40,40.2629656683711,40,40.2629656683711,37.75,37.9981738495252
37386,62,10,6,72,73.8730489073881,76,77.9771071800208,68.4285714285714,70.2087111639661
37138,52,13,4,65,69.0625,74,78.625,67.6,71.825
36585,49,7,4,56,57.1428571428571,59,60.2040816326531,53.2,54.2857142857143
36519,35,7,2,42,43.68,47,48.88,42,43.68
36878,47,8,3,55,56.5934812132186,60,61.7383431416931,54,55.5645088275238
36968,52,5,10,57,57.5269970414201,52,52.4807692307692,52.9090909090909,53.3982651963421
36918,35,5,3,40,40.8163265306122,42,42.8571428571429,37.5,38.265306122449
37241,44,6,4,50,50.9297520661157,52,52.9669421487603,47,47.8739669421488
37041,54,8,3,62,63.360768175583,67,68.4705075445816,61,62.3388203017833
37109,63,7,6,70,70.8641975308642,71,71.8765432098765,66,66.8148148148148
36926,48,9,6,57,59.00390625,60,62.109375,53.1428571428571,55.0111607142857
36468,33,6,4,39,40.2892561983471,41,42.3553719008264,36,37.1900826446281
36850,38,5,1,43,43.744459833795,47,47.8137119113573,43,43.744459833795
37162,57,7,11,64,64.9652200677131,60,60.9048938134811,58.75,59.6360418590336
36542,35,10,5,45,48.6734693877551,50,54.0816326530612,42.5,45.969387755102
36476,30,5,5,35,35.9722222222222,35,35.9722222222222,31.6666666666667,32.5462962962963
36860,32,4,5,36,36.5625,35,35.546875,33,33.515625
38551,43,8,5,51,52.7652785289346,54,55.8691184424013,47.6666666666667,49.3165675139715
38647,52,9,3,61,62.8272928994083,67,69.0070266272189,61,62.8272928994083
38506,35,5,5,40,40.8163265306122,40,40.8163265306122,36.6666666666667,37.4149659863946
38972,53,5,6,58,58.5161979352083,57,57.5072979708081,54.4285714285714,54.9129837766363
38969,49,6,9,55,55.8246563931695,52,52.7796751353603,50.5,51.2571845064556
38449,37,3,9,40,40.2629656683711,34,34.2235208181154,37.3,37.545215485756
38736,46,4,4,50,50.3780718336484,50,50.3780718336484,47.2,47.5568998109641
38632,41,7,6,48,49.3991671624033,49,50.4283164782867,44,45.2825698988697
38464,25,3,1,28,28.4032,30,30.432,26.5,26.8816
38610,56,10,7,66,68.1045918367347,69,71.2002551020408,61.625,63.5900829081633
38673,55,4,6,59,59.3120661157025,57,57.3014876033058,55.8571428571429,56.152585596222
38793,51,6,5,57,57.7889273356401,58,58.80276816609,53.5,54.2404844290657
39123,58,9,5,67,68.6132580261593,71,72.7095719381688,64,65.5410225921522
38335,44,8,6,52,53.7190082644628,54,55.7851239669421,48,49.5867768595041
38853,52,3,6,55,55.1830621301775,52,52.1730769230769,52.4285714285714,52.6030748098056
39106,42,6,4,48,48.9795918367347,50,51.0204081632653,45,45.9183673469388
40236,55,4,2,59,59.3120661157025,61,61.3226446280992,57,57.3014876033058
38961,50,9,10,59,60.9116,58,59.8792,53.2727272727273,54.9987636363636
38886,31,6,1,37,38.3860561914672,42,43.573361082206,38.5,39.9422476586889
38648,20,5,2,25,26.5625,28,29.75,23.3333333333333,24.7916666666667
38924,36,5,4,41,41.7908950617284,42,42.8101851851852,38,38.733024691358
38725,59,9,9,68,69.5823039356507,68,69.5823039356507,62.6,64.0566503878196
38638,55,8,10,63,64.3328925619835,61,62.2905785123967,57.5454545454545,58.7629451540195
38656,44,8,4,52,53.7190082644628,56,57.8512396694215,49.6,51.2396694214876
38787,61,6,8,67,67.6482128460091,65,65.6288632088148,62.6666666666667,63.2729552987548
38691,48,7,5,55,56.1697048611111,57,58.2122395833333,51.5,52.5952690972222
39084,49,5,5,54,54.5622657226156,54,54.5622657226156,50.6666666666667,51.194224628627
40397,57,3,5,60,60.1662049861496,58,58.1606648199446,57.5,57.6592797783933
39028,49,7,6,56,57.1428571428571,57,58.1632653061224,52,53.0612244897959
38741,36,5,4,41,41.7908950617284,42,42.8101851851852,38,38.733024691358
38794,25,1,3,26,26.0416,24,24.0384,25,25.04
38733,27,4,1,31,31.6803840877915,34,34.7462277091907,30,30.6584362139918
38532,40,7,2,47,48.439375,52,53.5925,47,48.439375
38804,42,9,7,51,53.3418367346939,53,55.4336734693878,46.5,48.6352040816327
39134,60,8,9,68,69.2088888888889,67,68.1911111111111,62.8,63.9164444444444
39417,50,10,7,60,62.4,63,65.52,55.625,57.85
38812,43,8,6,51,52.7652785289346,53,54.8345051379124,47,48.6268253109789
39239,39,7,2,46,47.4819197896121,51,52.6429980276134,46,47.4819197896121
39151,34,7,1,41,42.7378892733564,47,48.992214532872,44.5,46.3862456747405
38886,23,5,0,28,29.3232514177694,33,34.5595463137996,33,34.5595463137996
39837,65,8,6,73,74.105798816568,75,76.1360946745562,69,70.0452071005917
38809,56,9,10,65,66.6788903061224,64,65.6530612244898,59.2727272727273,60.8036873840445
39223,54,7,6,61,62.0250342935528,62,63.0418381344307,57,57.9578189300412
39144,43,4,3,47,47.4067063277447,48,48.415359653867,44.5,44.8850730124392
39081,36,6,4,42,43.1666666666667,44,45.2222222222222,39,40.0833333333333
39264,43,4,6,47,47.4067063277447,45,45.3893996755003,43.8571428571429,44.2366530170749
39183,20,4,1,24,24.96,27,28.08,23,23.92
38806,21,4,1,25,25.907029478458,28,29.015873015873,24,24.8707482993197
38970,62,15,5,77,81.5070239334027,87,92.0923517169615,79.5,84.1533558792924
38964,64,12,11,76,78.671875,77,79.70703125,69.5,71.943359375
39214,54,7,2,61,62.0250342935528,66,67.1090534979424,61,62.0250342935528
39113,32,6,5,38,39.3359375,39,40.37109375,34.5,35.712890625
38992,29,6,5,35,36.4982164090369,36,37.5410225921522,31.5,32.8483947681332
39358,49,13,4,62,66.3640149937526,71,75.9975010412328,64.6,69.1470220741358
40678,67,2,3,69,69.0614836266429,68,68.0605925595901,67.25,67.3099242593005
39484,55,16,7,71,77.0085950413223,80,86.7702479338843,70,75.9239669421488
40343,56,6,6,62,62.7117346938776,62,62.7117346938776,58.1428571428571,58.8103134110787
39892,63,12,3,75,77.7210884353741,84,87.0476190476191,79.5,82.3843537414966
39870,60,12,6,72,74.88,78,81.12,69.4285714285714,72.2057142857143
40446,57,10,5,67,69.0621729763004,72,74.2160664819945,64.5,66.4852262234534
39836,60,11,6,71,73.3863888888889,76,78.5544444444444,67.8571428571429,70.1378968253968
39699,64,7,7,71,71.849365234375,71,71.849365234375,66.625,67.4220275878906
39854,69,9,9,78,79.3270321361059,78,79.3270321361059,72.6,73.8351606805293
39643,66,7,5,73,73.8211662075298,75,75.8436639118457,69.5,70.281795224977
39950,60,10,3,70,71.9444444444444,77,79.1388888888889,71.25,73.2291666666667
39902,64,7,8,71,71.849365234375,70,70.83740234375,66.3333333333333,67.1268717447917
39918,49,13,6,62,66.3640149937526,69,73.856726364015,60.1428571428571,64.3761527934789
40161,66,6,7,72,72.595041322314,71,71.5867768595041,67.875,68.4359504132231
39894,63,6,4,69,69.6258503401361,71,71.6439909297052,66,66.5986394557823
39896,66,9,10,75,76.3946280991736,74,75.3760330578512,69.2727272727273,70.560856498873
39826,59,12,2,71,73.9370870439529,81,84.3507612754955,81,84.3507612754955
40057,50,10,5,60,62.4,65,67.6,57.5,59.8
40014,68,12,3,80,82.4913494809689,89,91.7716262975779,84.5,87.1314878892734
39770,62,10,5,72,73.8730489073881,77,79.003121748179,69.5,71.3080124869927
39570,48,7,5,55,56.1697048611111,57,58.2122395833333,51.5,52.5952690972222
39769,63,13,1,76,79.236079617032,88,91.7470395565634,102,106.343159486017
40347,61,6,4,67,67.6482128460091,69,69.6675624832034,64,64.6191883902177
39494,52,9,4,61,62.8272928994083,66,67.9770710059172,59.2,60.9733727810651
40392,66,5,5,71,71.4074839302112,71,71.4074839302112,67.6666666666667,68.055019895929
39944,67,10,4,77,78.7153040766318,83,84.8489641345511,76,77.6930274003119
39738,53,7,6,60,61.0466358134567,61,62.064079743681,56,56.9768600925596
39836,66,5,4,71,71.4074839302112,72,72.4132231404959,68,68.3902662993572
40112,70,6,9,76,76.5583673469388,73,73.5363265306123,71.5,72.025306122449
40007,55,5,7,60,60.495867768595,58,58.4793388429752,56.25,56.7148760330578
39979,59,7,3,66,66.9290433783396,70,70.9853490376329,64.25,65.1544096523987
39773,57,5,7,62,62.4770698676516,60,60.4616805170822,58.25,58.6982148353339
40456,56,3,4,59,59.1693239795918,58,58.1664540816327,56.6,56.7624362244898
39615,63,8,10,71,72.1448727639204,69,70.1126228269085,65.5454545454545,66.6023729357063
39788,66,12,5,78,80.5785123966942,85,87.8099173553719,77,79.5454545454545
42737,37,3,5,40,40.2629656683711,38,38.2498173849525,37.5,37.7465303140979
42780,48,9,4,57,59.00390625,62,64.1796875,55.2,57.140625
42923,54,9,3,63,64.75,69,70.9166666666667,63,64.75
42672,35,3,3,38,38.2791836734694,38,38.2791836734694,35.75,36.0126530612245
42588,54,7,5,61,62.0250342935528,63,64.0586419753086,57.5,58.4662208504801
42515,38,9,2,47,49.6364265927978,54,57.0290858725762,50,52.8047091412742
42745,58,8,4,66,67.2556480380499,70,71.3317479191439,63.6,64.8099881093936
42732,44,13,3,57,61.9757231404959,67,72.8486570247934,63.5,69.0431301652893
42616,43,6,1,49,49.9540292049757,54,55.0513791238507,50.5,51.4832341806382
42410,46,12,6,58,61.9470699432892,64,68.3553875236295,55.4285714285714,59.2006481231434
42455,43,9,7,52,54.2779881016766,54,56.3656030286641,47.5,49.5808545159546
42639,51,7,6,58,59.0926566705113,59,60.1114955786236,54,55.0173010380623
42547,29,6,0,35,36.4982164090369,41,42.7550535077289,44,45.8834720570749
43913,38,2,4,40,40.1108033240997,38,38.1052631578947,38.2,38.3058171745152
42588,51,4,7,55,55.3383314109958,52,52.319876970396,51.75,52.068339100346
42448,25,4,2,29,29.7424,31,31.7936,27,27.6912
42622,50,9,3,59,60.9116,65,67.106,59,60.9116
42753,43,9,7,52,54.2779881016766,54,56.3656030286641,47.5,49.5808545159546
42698,31,4,2,35,35.582726326743,37,37.6160249739854,33,33.5494276795005
42451,42,7,6,49,50.3611111111111,50,51.3888888888889,45,46.25
42660,33,6,4,39,40.2892561983471,41,42.3553719008264,36,37.1900826446281
42665,51,4,8,55,55.3383314109958,51,51.3137254901961,51.6666666666667,51.9844931436627
42621,47,6,10,53,53.8637392485287,49,49.7985513807153,48.3636363636364,49.1518169471995
42451,35,7,4,42,43.68,45,46.8,39.2,40.768
42508,41,6,5,47,48.0065437239738,48,49.0279595478882,43.5,44.4315883402736
42595,39,10,5,49,52.2215647600263,54,57.5502958579882,46.5,49.5571992110454
42550,42,10,4,52,54.9478458049887,58,61.2879818594104,51,53.891156462585
42475,42,5,10,47,47.6660997732426,42,42.5952380952381,42.9090909090909,43.5172129457844
